Record,Date/Time,10,Tamb(K),Rh(%),Pres(mb),Tir(K),Rain,Az(deg),El(deg),TkBB(K), Ch  22.234, Ch  23.034, Ch  23.834, Ch  26.234, Ch  30.000, Ch  51.248, Ch  52.280, Ch  53.848, Ch  54.940, Ch  56.660, Ch  57.288, Ch  58.800, Ch 
Record,Date/Time,40,Tamb(K),Rh(%),Pres(mb),Tir(K),Rain,DataQuality
Record,Date/Time,50,Az(deg),El(deg),TkBB(K), Ch  22.000, Ch  22.234, Ch  22.500, Ch  23.000, Ch  23.034, Ch  23.500, Ch  23.834, Ch  24.000, Ch  24.500, Ch  25.000, Ch  25.500, Ch  26.000, Ch  26.234, Ch  26.500, Ch  27.000, Ch  27.500, Ch  28.000, Ch  28.500, Ch  29.000, Ch  29.500, Ch  30.000, Ch  51.248, Ch  51.760, Ch  52.280, Ch  52.804, Ch  53.336, Ch  53.848, Ch  54.400, Ch  54.940, Ch  55.500, Ch  56.020, Ch  56.660, Ch  57.288, Ch  57.964, Ch  58.800,DataQuality
    44,04/05/23 00:19:44,51, 45.00, 19.80,309.735,137.755,141.672,142.627,137.105,137.394,133.344,125.500,122.098,113.398,103.285, 96.515, 90.676, 87.141, 83.153, 81.566, 84.365, 86.220, 82.261, 80.612, 78.334, 75.778,221.843,242.371,260.706,277.614,288.528,292.217,295.396,296.138,297.589,297.725,297.106,298.029,298.221,298.308,1
    45,04/05/23 00:20:02,51, 45.00,160.20,309.728,146.705,150.343,150.647,145.783,145.750,141.295,133.146,130.142,119.608,109.139,102.283, 95.090, 91.909, 87.462, 85.361, 88.733,131.083, 85.816, 82.764, 81.247, 78.309,225.491,244.907,263.670,278.833,289.295,293.136,295.002,295.770,297.975,296.829,297.277,297.962,298.083,297.710,1
    46,04/05/23 00:20:02,41, 297.9800,  76.4700,1009.6000, 244.6700,0,1
    47,04/05/23 00:20:24,51, 90.00, 19.80,309.719,135.107,138.590,139.292,134.608,134.355,130.539,122.328,118.794,109.742,100.726, 93.032, 87.697, 84.016, 80.235, 78.482, 81.832, 84.154, 80.137, 77.044, 76.067, 72.924,219.373,240.328,259.142,276.805,288.225,292.772,295.645,296.554,297.099,296.797,296.846,297.398,298.025,297.884,1
    48,04/05/23 00:20:42,51, 90.00,160.20,309.712,149.962,153.862,154.299,149.616,149.702,145.140,136.172,134.816,122.917,112.580,104.215, 97.106, 94.167, 90.400, 87.944, 90.726, 95.095, 87.936, 84.740, 83.786, 80.151,226.442,246.107,263.606,279.261,289.356,292.665,294.938,295.663,297.014,297.055,295.936,297.746,298.452,297.740,1
    49,04/05/23 00:20:43,41, 297.9900,  75.9800,1009.6000, 244.5200,0,1
    50,04/05/23 00:21:05,51,135.00, 19.80,309.703,138.105,142.132,142.277,137.183,137.068,133.130,125.359,123.121,112.150,101.985, 94.228, 88.065, 85.070, 81.975, 79.668, 81.897,115.843, 81.467, 77.493, 77.335, 73.435,219.530,240.412,259.111,276.499,288.040,292.533,294.782,295.680,296.671,296.471,296.403,297.315,298.165,297.439,1
    51,04/05/23 00:21:23,51,135.00,160.20,309.701,147.623,151.048,151.448,146.529,147.161,142.045,133.623,129.338,120.592,109.785,101.745, 95.354, 92.565, 87.405, 85.660, 88.860, 89.816, 86.931, 83.511, 82.566, 78.575,225.905,245.152,263.751,278.942,289.093,292.446,295.524,295.957,297.587,297.956,297.172,297.881,298.436,297.597,1
    52,04/05/23 00:21:24,41, 298.0300,  75.9800,1009.6000, 244.1000,0,1
    53,04/05/23 00:22:41,41, 298.0100,  75.4000,1009.5000, 244.5100,0,1
    54,04/05/23 00:23:16,51,  0.00, 19.80,309.675,138.982,142.256,142.844,138.196,138.351,134.088,125.909,121.876,112.966,102.857, 95.201, 90.484, 86.719, 82.572, 81.425, 83.894, 84.284, 81.618, 78.862, 77.574, 74.723,221.363,241.951,260.884,277.165,287.919,292.921,294.426,295.945,296.049,297.394,297.385,297.285,297.214,297.419,1
    55,04/05/23 00:23:34,51,  0.00, 90.00,309.673, 59.754, 61.729, 62.957, 59.694, 59.406, 58.673, 53.829, 51.601, 46.310, 40.935, 38.504, 36.089, 34.227, 31.578, 32.103, 37.257, 42.046, 38.771, 37.351, 35.640, 31.369,113.693,137.572,162.826,193.557,229.393,261.536,281.825,290.321,292.774,294.266,295.235,295.110,295.332,296.156,1
    56,04/05/23 00:23:52,51,  0.00,160.20,309.667,146.093,149.530,150.232,145.379,145.482,141.102,132.601,128.599,118.731,108.348,100.487, 94.782, 91.027, 87.041, 85.385, 87.827,166.627, 85.063, 83.181, 81.212, 77.942,224.456,244.147,262.355,278.105,288.187,293.149,294.643,296.059,296.176,297.066,297.191,297.178,297.035,297.722,1
    57,04/05/23 00:24:15,51, 45.00, 19.80,309.657,141.020,144.378,144.714,140.515,140.554,137.038,129.485,125.098,116.756,107.599,100.119, 95.400, 91.888, 88.535, 86.771, 89.942, 91.397, 88.550, 85.828, 85.494, 81.867,226.905,245.307,263.463,278.298,288.306,293.543,294.612,295.319,295.566,297.173,296.578,296.984,296.924,296.680,1
    58,04/05/23 00:24:33,51, 45.00,160.20,309.650,146.452,149.935,150.976,145.884,146.330,141.950,133.830,129.470,120.124,109.171,101.395, 95.068, 92.453, 87.693, 85.974, 88.686,135.120, 85.740, 83.154, 81.818, 78.582,225.153,245.091,263.400,278.542,288.725,293.656,294.611,296.163,296.219,297.442,297.871,297.207,297.264,297.364,1
    59,04/05/23 00:24:34,41, 298.0500,  75.7900,1009.6000, 244.3100,0,1
    60,04/05/23 00:24:56,51, 90.00, 19.80,309.643,134.821,138.133,138.834,134.279,134.597,130.331,122.768,117.924,109.251,100.268, 92.766, 87.773, 84.497, 80.112, 78.851, 81.513, 83.938, 79.868, 77.713, 76.111, 73.020,219.558,240.080,259.698,276.525,287.494,292.867,294.421,295.873,295.881,297.315,297.398,297.323,296.715,297.676,1
    61,04/05/23 00:25:14,51, 90.00,160.20,309.635,150.116,153.538,154.288,149.586,149.351,145.126,137.120,134.348,122.459,111.668,103.747, 97.840, 94.270, 90.465, 88.105, 90.337, 96.280, 87.424, 84.792, 83.334, 79.498,225.782,245.859,263.982,278.763,288.063,293.230,294.794,296.315,296.193,297.093,297.249,297.472,297.257,297.617,1
    62,04/05/23 00:25:15,41, 298.1000,  75.6500,1009.6000, 245.1300,0,1
    63,04/05/23 00:25:37,51,135.00, 19.80,309.630,137.561,141.021,141.585,137.141,136.885,133.040,124.427,122.233,111.685,101.335, 94.011, 88.686, 85.925, 80.696, 79.882, 82.601,118.788, 79.876, 78.559, 76.672, 73.345,219.081,239.968,259.539,276.280,287.335,293.141,294.858,296.024,295.724,296.592,297.585,297.524,296.804,297.548,1
    64,04/05/23 00:25:55,51,135.00,160.20,309.626,148.157,151.221,152.003,147.366,147.225,142.567,133.820,129.218,120.043,109.749,101.793, 96.086, 92.920, 87.870, 86.795, 88.739, 89.810, 86.394, 83.419, 82.161, 78.809,225.885,245.723,263.702,278.655,289.152,293.499,294.442,295.726,296.324,297.481,297.618,297.613,296.694,297.465,1
    65,04/05/23 00:25:56,41, 298.1100,  75.5400,1009.6000, 244.8000,0,1
    66,04/05/23 00:27:14,41, 298.0900,  75.3200,1009.6000, 243.1000,0,1
    67,04/05/23 00:27:49,51,  0.00, 19.80,309.600,139.482,142.413,143.384,139.053,138.788,134.234,126.478,122.503,112.953,103.573, 96.106, 90.363, 86.776, 83.313, 80.694, 83.645, 84.989, 82.920, 79.871, 78.238, 75.567,222.852,241.814,261.511,277.310,288.433,293.493,295.263,295.778,296.466,296.999,297.645,297.291,297.859,298.012,1
    68,04/05/23 00:28:07,51,  0.00, 90.00,309.599, 59.048, 60.233, 61.093, 58.345, 57.847, 56.790, 52.274, 50.288, 45.227, 40.630, 38.101, 34.642, 32.155, 30.642, 31.216, 36.907, 40.671, 38.858, 37.277, 35.894, 30.033,113.655,136.773,162.625,193.323,229.645,261.041,282.039,290.026,292.738,293.957,294.911,295.037,295.320,296.055,1
    69,04/05/23 00:28:24,51,  0.00,160.20,309.593,143.844,146.974,147.460,143.227,142.883,138.285,130.287,125.992,116.001,107.007, 99.259, 92.830, 89.389, 85.687, 83.412, 86.248,166.488, 84.243, 81.543, 80.124, 76.286,224.430,243.673,263.280,278.729,288.904,293.553,295.463,296.308,295.817,297.429,296.933,297.594,297.452,297.607,1
    70,04/05/23 00:28:47,51, 45.00, 19.80,309.587,134.906,137.926,138.017,134.277,133.774,129.649,122.445,117.936,109.375,100.509, 92.773, 87.210, 84.230, 80.689, 78.271, 81.405, 82.670, 80.553, 77.028, 76.342, 73.699,221.087,240.803,260.895,276.757,288.330,293.368,295.003,295.716,295.639,297.148,297.232,297.334,297.716,297.374,1
    71,04/05/23 00:29:05,51, 45.00,160.20,309.582,146.731,149.990,150.990,146.387,145.958,141.129,133.613,129.869,119.868,109.849,101.862, 95.238, 92.682, 87.638, 85.923, 88.344,130.953, 86.746, 83.639, 82.494, 78.867,226.046,244.110,263.114,278.612,289.576,293.253,294.911,296.370,296.651,297.783,297.360,297.897,297.738,297.232,1
    72,04/05/23 00:29:06,41, 298.0700,  75.1500,1009.7000, 244.6200,0,1
    73,04/05/23 00:29:28,51, 90.00, 19.80,309.572,134.409,137.250,137.969,133.875,133.445,129.207,121.611,117.490,108.937,100.195, 91.938, 86.613, 83.534, 79.520, 77.539, 80.332, 81.957, 79.872, 76.841, 75.839, 72.056,219.718,239.407,259.505,276.087,287.709,292.749,294.434,294.799,295.711,296.834,297.743,296.898,297.150,296.691,1
    74,04/05/23 00:29:47,51, 90.00,160.20,309.566,146.888,150.207,150.736,146.982,146.430,141.162,132.912,132.439,119.787,109.323,101.638, 94.668, 92.206, 87.480, 85.906, 88.338, 92.886, 86.145, 83.533, 81.706, 78.797,226.573,244.371,263.178,278.821,288.786,293.323,294.696,295.829,296.145,296.855,296.842,297.694,297.435,297.452,1
    75,04/05/23 00:29:47,41, 298.1200,  75.0400,1009.7000, 246.2300,0,1
    76,04/05/23 00:30:10,51,135.00, 19.80,309.553,136.430,139.992,139.876,136.093,135.882,131.087,123.211,121.162,110.330,101.001, 93.400, 87.444, 84.295, 80.446, 78.315, 81.319,110.756, 79.772, 77.332, 76.272, 72.704,219.848,239.560,260.156,276.153,288.054,293.265,294.963,295.109,296.412,297.104,296.711,297.717,297.641,297.777,1
    77,04/05/23 00:30:28,51,135.00,160.20,309.547,147.127,150.279,151.140,146.668,146.283,141.001,133.621,128.544,119.319,109.361,101.256, 95.019, 92.026, 87.553, 85.019, 87.656, 88.722, 86.423, 83.255, 81.734, 78.116,226.438,245.021,263.868,278.368,288.800,293.273,294.657,295.368,295.603,296.836,296.905,296.776,297.348,296.772,1
    78,04/05/23 00:30:29,41, 298.1600,  74.7700,1009.7000, 256.3800,0,1
    79,04/05/23 00:31:47,41, 298.1000,  75.5700,1009.7000, 256.5700,0,1
    80,04/05/23 00:32:22,51,  0.00, 19.80,309.517,137.536,140.804,141.155,137.366,136.417,132.043,125.270,120.476,111.558,101.778, 95.129, 88.905, 86.120, 81.064, 80.275, 83.576, 84.662, 80.650, 78.670, 76.860, 74.192,221.323,241.563,260.791,277.485,288.593,293.249,294.798,296.213,296.057,296.987,298.128,297.900,297.516,297.429,1
    81,04/05/23 00:32:40,51,  0.00, 90.00,309.516, 59.334, 62.101, 61.951, 59.634, 58.907, 58.091, 53.480, 51.097, 45.718, 40.524, 38.325, 34.622, 32.888, 30.382, 31.842, 37.200, 40.915, 38.454, 36.958, 35.525, 31.225,113.890,136.862,162.919,193.852,230.669,261.214,281.733,290.520,293.113,294.456,295.269,296.304,296.238,295.633,1
    82,04/05/23 00:32:58,51,  0.00,160.20,309.509,142.397,146.020,146.250,141.862,140.805,136.541,128.772,124.932,114.942,106.054, 98.520, 90.964, 88.636, 84.082, 82.834, 86.140,169.073, 83.612, 80.761, 79.012, 76.438,224.032,243.307,262.983,278.363,288.983,293.034,295.127,295.980,295.996,297.238,297.750,297.463,297.646,297.574,1
    83,04/05/23 00:33:22,51, 45.00, 19.80,309.502,133.992,137.291,137.653,133.377,133.083,128.955,122.092,116.667,108.152, 99.409, 92.415, 86.496, 83.038, 79.001, 78.028, 80.817, 82.460, 79.211, 76.802, 75.563, 71.735,220.021,239.764,259.861,276.861,288.706,292.936,294.521,296.214,295.901,296.761,297.836,298.236,296.893,297.376,1
    84,04/05/23 00:33:39,51, 45.00,160.20,309.495,144.033,147.479,147.561,143.922,143.028,138.643,131.166,126.678,117.469,107.265,100.258, 92.630, 90.831, 85.803, 84.973, 87.077,132.477, 85.003, 82.050, 80.456, 77.768,225.222,244.492,263.266,278.717,289.777,292.495,294.371,295.850,296.101,296.574,298.442,297.242,297.416,297.257,1
    85,04/05/23 00:33:40,41, 298.0000,  76.1700,1009.7000, 242.4500,0,1
    86,04/05/23 00:34:02,51, 90.00, 19.80,309.493,133.736,137.128,137.115,133.045,132.667,128.411,121.729,116.816,107.682, 98.894, 92.396, 86.164, 82.878, 78.501, 77.462, 80.758, 82.812, 78.678, 76.747, 74.504, 72.386,219.423,239.281,259.507,276.643,288.674,292.925,294.539,296.072,295.975,296.714,298.174,297.693,297.219,297.213,1
    87,04/05/23 00:34:20,51, 90.00,160.20,309.488,147.336,150.720,151.177,146.970,145.837,141.132,134.340,132.229,119.168,109.088,102.055, 94.954, 91.874, 87.221, 85.463, 88.928, 92.990, 85.804, 83.670, 81.181, 79.161,226.238,244.977,264.301,279.725,290.078,293.422,295.028,296.230,296.541,297.216,298.371,298.326,297.558,297.649,1
    88,04/05/23 00:34:21,41, 298.0000,  76.0400,1009.7000, 241.1700,0,1
    89,04/05/23 00:34:43,51,135.00, 19.80,309.481,134.572,137.812,137.866,133.663,133.479,129.197,122.384,118.817,107.738, 98.467, 92.125, 86.164, 83.356, 78.695, 78.028, 80.520,112.392, 78.957, 76.827, 75.171, 72.297,218.615,238.944,259.655,276.903,288.795,292.737,294.472,295.893,295.890,296.582,297.693,297.856,297.099,297.273,1
