Record,Date/Time,10,Tamb(K),Rh(%),Pres(mb),Tir(K),Rain,Az(deg),El(deg),TkBB(K), Ch  22.234, Ch  23.034, Ch  23.834, Ch  26.234, Ch  30.000, Ch  51.248, Ch  52.280, Ch  53.848, Ch  54.940, Ch  56.660, Ch  57.288, Ch  58.800, Ch 
Record,Date/Time,40,Tamb(K),Rh(%),Pres(mb),Tir(K),Rain,DataQuality
Record,Date/Time,50,Az(deg),El(deg),TkBB(K), Ch  22.000, Ch  22.234, Ch  22.500, Ch  23.000, Ch  23.034, Ch  23.500, Ch  23.834, Ch  24.000, Ch  24.500, Ch  25.000, Ch  25.500, Ch  26.000, Ch  26.234, Ch  26.500, Ch  27.000, Ch  27.500, Ch  28.000, Ch  28.500, Ch  29.000, Ch  29.500, Ch  30.000, Ch  51.248, Ch  51.760, Ch  52.280, Ch  52.804, Ch  53.336, Ch  53.848, Ch  54.400, Ch  54.940, Ch  55.500, Ch  56.020, Ch  56.660, Ch  57.288, Ch  57.964, Ch  58.800,DataQuality
Record,Date/Time,80,ID,SNR,Tamb(K),Rh(%),Pres(mb),Tir(K),Rain,Az(deg),El(deg),TkBB(K), Ch  22.234, Ch  23.034, Ch  23.834, Ch  26.234, Ch  30.000, Ch  51.248, Ch  52.280, Ch  53.848, Ch  54.940, Ch  56.660, Ch  57.288, Ch  58.800, Ch 
   351,04/04/23 02:05:34,41, 294.8400,  90.9000,1010.9000, 236.0700,0,1
   352,04/04/23 02:06:51,41, 294.8900,  90.2500,1011.0000, 236.5100,0,1
   353,04/04/23 02:07:26,51,  0.00, 19.80,306.650,123.552,126.655,126.641,122.227,122.809,118.535,111.918,107.447, 99.173, 90.928, 83.540, 78.810, 75.972, 72.399, 70.568, 74.523, 76.014, 73.004, 70.681, 68.849, 66.072,217.570,238.511,258.305,275.712,287.144,291.992,293.189,294.024,295.169,294.180,295.505,295.396,295.850,296.401,1
   354,04/04/23 02:07:44,51,  0.00, 90.00,306.649, 52.604, 54.725, 54.659, 52.736, 53.118, 52.314, 47.120, 45.313, 40.652, 36.595, 33.216, 30.561, 29.372, 27.156, 28.085, 33.698, 38.531, 35.682, 33.285, 32.354, 28.568,110.784,134.267,160.208,192.213,228.722,260.833,280.859,289.114,292.076,292.856,294.816,294.396,295.088,294.985,1
   355,04/04/23 02:08:02,51,  0.00,160.20,306.644,127.945,130.972,131.165,127.338,127.133,123.591,115.731,110.863,102.719, 93.659, 86.734, 81.405, 78.934, 74.939, 73.315, 77.559,155.121, 76.232, 73.388, 71.163, 68.490,220.576,240.918,260.637,276.786,287.933,292.726,293.849,294.438,294.389,294.725,295.751,295.817,295.628,296.533,1
   356,04/04/23 02:08:25,51, 45.00, 19.80,306.635,122.909,126.227,126.057,122.211,122.026,118.567,111.246,106.578, 98.562, 90.022, 82.788, 78.712, 75.017, 71.179, 69.660, 73.885, 76.118, 72.619, 70.370, 69.091, 66.425,216.116,237.791,258.224,275.731,286.957,292.262,293.110,294.474,294.933,295.024,295.671,295.590,295.929,296.107,1
   357,04/04/23 02:08:43,51, 45.00,160.20,306.626,126.129,129.567,129.715,126.362,125.889,121.865,114.782,111.230,101.642, 93.219, 86.145, 80.644, 77.976, 73.907, 72.317, 75.920,123.191, 74.794, 72.608, 71.129, 68.405,220.045,241.039,260.887,277.000,287.674,292.538,293.548,294.241,294.472,294.784,295.305,295.244,295.433,295.972,1
   358,04/04/23 02:08:44,41, 294.8300,  90.9200,1011.0000, 236.5800,0,1
   359,04/04/23 02:09:06,51, 90.00, 19.80,306.614,123.418,126.438,126.535,122.631,122.940,118.687,111.381,107.058, 98.863, 90.535, 82.967, 78.406, 75.441, 71.631, 70.528, 73.495, 76.786, 73.132, 70.996, 69.379, 66.362,215.967,237.465,257.715,275.213,286.717,292.303,293.449,294.580,294.469,294.789,295.665,295.256,295.564,295.738,1
   360,04/04/23 02:09:24,51, 90.00,160.20,306.606,126.817,129.371,129.527,126.258,125.841,121.774,114.691,112.198,102.301, 92.963, 86.305, 80.697, 77.796, 74.554, 72.930, 76.235, 80.818, 74.777, 72.748, 70.912, 68.046,220.968,241.479,261.420,277.325,287.898,291.986,293.794,294.933,294.805,294.646,296.079,295.362,295.559,295.850,1
   361,04/04/23 02:09:24,41, 294.8200,  91.0600,1011.0000, 237.0300,0,1
   362,04/04/23 02:09:47,51,135.00, 19.80,306.599,123.890,127.575,127.370,123.515,123.319,119.279,111.961,109.098, 99.635, 91.551, 83.128, 78.686, 75.715, 72.226, 70.706, 74.604,110.213, 73.964, 70.222, 69.659, 66.293,215.818,236.891,257.281,275.362,286.730,292.159,293.393,294.620,294.831,294.671,295.755,295.234,295.475,295.919,1
   363,04/04/23 02:10:05,51,135.00,160.20,306.588,127.236,130.304,130.241,126.567,126.723,122.576,115.328,110.759,102.373, 93.887, 86.796, 80.846, 78.609, 74.563, 72.635, 77.096, 78.459, 75.632, 72.666, 71.895, 68.501,221.210,241.637,260.844,277.974,287.570,292.440,293.499,294.377,294.443,294.466,295.404,295.003,295.691,295.922,1
   364,04/04/23 02:10:06,41, 294.8100,  91.1100,1011.0000, 236.8000,0,1
   365,04/04/23 02:11:23,41, 294.7400,  91.2200,1011.0000, 236.2600,0,1
   366,04/04/23 02:11:58,51,  0.00, 19.80,306.529,124.180,126.453,126.526,122.034,122.087,117.850,111.423,107.150, 98.348, 90.708, 83.842, 79.289, 75.332, 72.057, 70.796, 74.796, 76.087, 73.818, 70.996, 69.230, 66.635,217.847,239.571,258.632,276.026,287.093,291.925,293.796,295.438,295.547,295.768,296.282,295.630,295.621,295.532,1
   367,04/04/23 02:12:16,51,  0.00, 90.00,306.529, 52.443, 54.510, 54.621, 51.418, 52.026, 51.258, 47.401, 44.907, 39.715, 35.611, 33.199, 31.368, 29.130, 27.121, 28.426, 33.777, 38.448, 35.613, 33.328, 32.595, 28.087,110.374,135.115,159.233,191.847,228.277,260.245,281.305,289.552,291.659,293.326,294.604,294.283,294.447,294.489,1
   368,04/04/23 02:12:33,51,  0.00,160.20,306.521,128.636,131.679,131.943,127.121,127.142,123.016,115.839,111.431,102.114, 94.140, 87.437, 81.509, 78.949, 75.256, 73.608, 77.015,154.867, 75.889, 72.951, 71.656, 68.690,220.559,242.163,260.119,277.446,287.888,291.990,294.197,295.096,295.737,295.920,296.404,296.070,296.145,295.742,1
   369,04/04/23 02:12:57,51, 45.00, 19.80,306.517,122.966,125.622,126.396,121.451,121.650,117.600,111.535,106.216, 97.707, 90.054, 83.452, 78.854, 75.249, 71.405, 70.209, 74.072, 76.172, 73.274, 70.511, 69.854, 66.134,216.875,238.410,257.631,275.415,287.026,291.941,293.800,294.626,295.249,296.241,296.582,295.668,295.333,295.440,1
   370,04/04/23 02:13:14,51, 45.00,160.20,306.509,126.598,129.132,129.584,124.483,124.687,120.829,113.914,109.186,101.035, 92.404, 85.340, 80.222, 77.388, 73.438, 72.384, 75.209,121.971, 74.891, 71.898, 70.407, 67.904,220.363,241.571,260.205,277.174,287.848,292.366,293.891,294.906,294.838,295.932,296.883,295.443,295.754,295.473,1
   371,04/04/23 02:13:15,41, 294.6800,  91.6000,1011.0000, 236.0200,0,1
   372,04/04/23 02:13:38,51, 90.00, 19.80,306.497,123.082,126.157,126.506,121.896,121.825,118.077,111.297,106.827, 98.101, 90.343, 82.837, 78.753, 75.042, 71.666, 70.712, 73.790, 77.237, 73.122, 70.733, 69.112, 66.213,216.429,237.948,257.166,275.377,287.136,291.829,293.401,294.596,295.281,295.723,295.730,295.758,295.645,295.403,1
   373,04/04/23 02:13:56,51, 90.00,160.20,306.487,127.841,130.574,130.984,126.460,126.414,121.964,115.921,113.032,102.279, 93.694, 87.199, 81.754, 78.549, 74.972, 73.222, 77.324, 82.327, 76.715, 73.621, 71.532, 68.247,221.140,242.454,260.379,277.104,287.561,291.948,293.645,294.864,294.569,295.369,296.513,295.326,295.768,295.594,1
   374,04/04/23 02:13:56,41, 294.6900,  91.6200,1011.0000, 236.1500,0,1
   375,04/04/23 02:14:19,51,135.00, 19.80,306.481,125.014,128.029,128.485,123.689,123.587,119.275,112.915,109.172, 99.831, 91.302, 84.702, 79.807, 76.055, 72.911, 72.027, 74.242,109.415, 74.082, 71.119, 69.984, 66.717,216.344,238.113,256.875,275.221,287.031,291.821,293.766,295.042,294.776,295.522,295.824,295.834,295.781,295.462,1
   376,04/04/23 02:14:37,51,135.00,160.20,306.474,128.207,130.812,130.804,126.308,126.501,122.041,116.121,111.231,101.981, 94.062, 87.112, 82.197, 78.853, 75.475, 73.535, 76.905, 79.146, 75.730, 73.157, 72.113, 68.995,222.024,242.796,261.969,277.902,287.844,292.408,294.249,294.824,295.380,295.653,295.427,295.810,296.198,295.546,1
   377,04/04/23 02:14:37,41, 294.7100,  91.5200,1011.0000, 235.9700,0,1
   378,04/04/23 02:15:55,41, 294.6800,  91.4100,1011.0000, 236.3800,0,1
   379,04/04/23 02:16:30,51,  0.00, 19.80,306.438,122.783,125.632,127.190,122.145,121.596,117.818,111.470,107.154, 98.794, 90.656, 83.501, 78.382, 75.475, 72.169, 70.522, 74.570, 75.546, 73.882, 71.012, 69.935, 66.226,218.141,238.795,258.895,275.663,286.864,291.810,293.701,294.875,295.736,295.001,296.238,296.159,295.365,295.221,1
   380,04/04/23 02:16:48,51,  0.00, 90.00,306.438, 51.653, 54.209, 55.149, 51.842, 51.588, 51.530, 47.248, 44.472, 40.100, 35.411, 33.408, 30.154, 28.962, 27.000, 27.256, 34.133, 38.672, 35.794, 33.105, 33.313, 28.390,110.600,134.598,160.350,191.831,228.938,260.325,281.766,289.063,292.095,292.494,294.361,294.530,294.378,294.799,1
   381,04/04/23 02:17:05,51,  0.00,160.20,306.431,129.646,132.540,132.631,128.921,128.457,124.845,116.965,113.262,104.203, 95.062, 88.132, 82.247, 79.806, 75.830, 73.970, 78.623,152.943, 77.014, 73.939, 72.804, 69.322,221.101,241.447,261.003,277.134,288.235,292.105,294.954,295.403,295.046,295.442,295.724,295.443,296.158,296.117,1
   382,04/04/23 02:17:29,51, 45.00, 19.80,306.424,121.925,123.982,125.385,120.541,120.037,117.020,109.921,105.728, 97.283, 89.458, 82.659, 77.500, 74.108, 70.937, 69.291, 73.322, 75.376, 72.762, 70.550, 68.819, 65.423,217.304,237.699,258.164,275.629,286.960,291.592,293.536,294.792,294.845,294.407,295.567,295.136,295.064,295.152,1
   383,04/04/23 02:17:47,51, 45.00,160.20,306.419,128.057,131.238,131.598,127.481,126.682,123.201,115.876,112.467,103.143, 94.156, 87.558, 81.169, 78.759, 74.955, 73.424, 77.197,126.285, 75.784, 72.907, 71.236, 68.684,221.442,241.216,260.800,276.628,287.832,291.547,293.767,295.331,294.968,294.720,295.266,295.751,295.498,295.224,1
   384,04/04/23 02:17:48,41, 294.6000,  91.7900,1011.0000, 236.5800,0,1
   385,04/04/23 02:18:10,51, 90.00, 19.80,306.410,122.738,126.015,126.149,121.636,121.507,118.234,110.710,107.238, 98.104, 90.106, 82.884, 78.199, 75.362, 71.591, 70.063, 74.417, 76.794, 73.451, 70.478, 69.221, 66.474,216.549,237.765,257.983,275.185,287.202,291.441,293.519,294.678,295.167,294.579,295.668,295.574,295.629,295.439,1
   386,04/04/23 02:18:28,51, 90.00,160.20,306.402,126.447,128.711,129.540,125.410,125.293,121.396,114.104,111.505,101.307, 92.360, 85.790, 79.686, 77.907, 73.195, 71.837, 76.179, 81.862, 75.268, 71.990, 70.747, 67.740,221.036,241.587,261.460,277.452,288.006,291.682,294.269,295.099,295.179,294.940,295.231,295.311,295.867,295.789,1
   387,04/04/23 02:18:29,41, 294.6200,  91.8900,1011.0000, 236.3500,0,1
   388,04/04/23 02:18:51,51,135.00, 19.80,306.388,126.520,129.473,130.385,125.715,126.032,121.764,114.782,111.837,101.944, 93.055, 85.630, 80.308, 77.659, 74.145, 72.479, 75.647,109.113, 75.496, 73.113, 70.682, 67.744,217.437,238.140,258.410,275.354,287.335,291.949,293.733,295.314,295.397,295.656,295.656,295.976,295.513,296.033,1
   389,04/04/23 02:19:09,51,135.00,160.20,306.377,126.872,130.067,131.225,125.850,125.195,122.749,115.294,110.455,102.376, 93.707, 87.132, 81.260, 78.996, 75.007, 72.876, 77.809, 78.511, 75.970, 72.905, 72.175, 69.167,221.634,241.991,261.782,277.548,287.991,292.065,293.966,294.480,294.496,294.860,295.395,295.397,295.005,295.361,1
   390,04/04/23 02:19:10,41, 294.6400,  91.6000,1011.0000, 236.6900,0,1
   391,04/04/23 02:20:27,41, 294.7100,  90.5800,1010.9000, 236.4700,0,1
   392,04/04/23 02:21:02,51,  0.00, 19.80,306.337,121.362,124.497,124.848,121.112,120.345,116.660,110.528,106.733, 97.158, 90.458, 82.927, 77.428, 74.737, 71.486, 71.227, 73.290, 75.575, 72.724, 70.565, 68.536, 65.296,217.991,238.805,258.591,276.025,287.807,291.984,294.619,294.914,296.571,295.772,295.561,295.516,295.721,296.394,1
   393,04/04/23 02:21:19,51,  0.00, 90.00,306.334, 53.214, 54.317, 54.576, 52.005, 52.529, 51.869, 47.738, 45.240, 40.851, 36.625, 34.063, 30.892, 29.315, 27.404, 28.759, 34.075, 38.599, 35.487, 33.720, 33.147, 27.175,110.253,135.191,160.477,192.471,229.104,260.890,281.508,289.220,293.378,293.346,294.100,293.841,294.115,295.097,1
   394,04/04/23 02:21:37,51,  0.00,160.20,306.330,129.346,132.568,133.153,129.012,129.491,125.229,117.183,113.118,104.445, 96.308, 89.366, 82.952, 80.340, 76.425, 75.202, 78.764,156.667, 76.476, 74.516, 72.232, 69.066,221.226,241.856,260.786,277.466,287.767,292.499,293.963,294.800,295.569,295.653,296.002,295.147,294.940,296.008,1
   395,04/04/23 02:22:01,51, 45.00, 19.80,306.328,120.225,123.031,123.224,119.823,119.171,115.712,108.803,104.236, 96.166, 88.766, 81.650, 76.619, 73.506, 70.219, 68.819, 72.318, 74.795, 71.413, 69.073, 67.198, 64.492,216.413,237.574,257.936,276.007,287.858,292.239,293.631,295.388,296.684,296.338,296.143,295.713,295.014,296.440,1
   396,04/04/23 02:22:19,51, 45.00,160.20,306.326,128.343,131.492,131.966,128.219,127.697,123.596,116.473,113.015,103.065, 95.499, 88.771, 81.642, 79.769, 75.842, 74.932, 77.914,125.702, 76.607, 73.765, 72.632, 69.370,221.654,241.531,260.998,277.764,288.211,292.682,294.833,294.716,296.230,295.411,295.753,295.532,295.508,296.312,1
   397,04/04/23 02:22:20,41, 294.7900,  89.9900,1011.0000, 236.7800,0,1
   398,04/04/23 02:22:43,51, 90.00, 19.80,306.324,121.233,124.722,124.938,120.753,120.584,116.911,109.844,106.435, 97.260, 90.139, 82.939, 77.364, 74.966, 71.077, 70.246, 73.227, 76.556, 72.781, 70.166, 68.818, 64.793,215.934,237.430,257.473,275.170,286.818,292.113,294.091,294.645,296.090,294.548,295.541,295.528,295.003,295.822,1
   399,04/04/23 02:23:01,51, 90.00,160.20,306.324,126.791,129.481,129.927,126.163,126.143,122.328,114.237,112.873,102.264, 94.129, 86.737, 81.291, 78.769, 74.660, 73.757, 76.939, 81.406, 75.232, 72.603, 71.601, 68.382,221.423,241.852,261.695,278.444,288.966,292.544,294.928,295.064,295.829,295.286,295.850,295.218,295.333,296.115,1
   400,04/04/23 02:23:01,41, 294.8600,  89.6100,1011.0000, 237.1300,0,1
   401,04/04/23 02:23:23,51,135.00, 19.80,306.325,123.824,126.742,127.238,123.329,123.289,119.554,112.295,109.538, 99.602, 91.959, 84.580, 79.259, 76.370, 72.826, 71.877, 74.133,111.369, 73.636, 71.045, 69.626, 66.043,216.291,237.800,257.250,275.421,287.449,292.160,293.985,294.378,295.862,294.836,295.306,295.224,294.602,295.335,1
   402,04/04/23 02:23:41,51,135.00,160.20,306.320,126.477,128.406,129.663,125.431,125.032,121.139,113.944,109.987,101.679, 93.249, 86.444, 80.783, 78.136, 74.008, 73.504, 76.262, 78.513, 75.035, 72.404, 71.307, 67.965,221.159,241.863,260.591,277.833,287.746,292.240,294.519,295.191,296.131,294.952,295.621,294.509,295.212,295.762,1
   403,04/04/23 02:23:42,41, 294.9100,  89.2200,1011.0000, 237.3400,0,1
   404,04/04/23 02:25:00,41, 294.9500,  88.7900,1011.0000, 237.3000,0,1
   405,04/04/23 02:25:35,51,  0.00, 19.80,306.315,119.233,123.166,123.072,118.673,118.441,115.032,107.576,103.340, 95.590, 88.157, 80.369, 76.329, 73.502, 69.366, 68.572, 71.685, 73.747, 71.891, 69.115, 67.430, 64.163,216.812,238.277,258.305,275.626,287.456,292.399,294.125,294.851,294.403,294.931,295.407,295.389,296.049,295.009,1
   406,04/04/23 02:25:53,51,  0.00, 90.00,306.320, 53.128, 55.152, 55.065, 52.893, 53.013, 52.227, 47.845, 45.223, 40.451, 35.654, 33.562, 31.353, 28.926, 27.022, 27.448, 33.777, 38.860, 35.867, 34.374, 33.219, 28.127,111.326,135.120,160.814,191.824,229.368,260.938,281.672,289.363,291.598,293.363,294.974,294.870,294.724,294.550,1
   407,04/04/23 02:26:10,51,  0.00,160.20,306.320,129.148,132.708,133.242,129.012,128.127,124.343,116.575,112.820,104.106, 95.373, 88.516, 82.932, 80.051, 75.912, 74.945, 78.504,152.068, 76.023, 73.866, 72.566, 69.286,221.017,240.769,261.009,276.718,288.491,292.319,294.660,294.907,294.467,295.670,295.970,295.665,295.729,295.448,1
   408,04/04/23 02:26:34,51, 45.00, 19.80,306.328,119.519,123.128,123.329,119.106,118.919,114.995,107.943,103.584, 95.737, 88.268, 80.949, 76.482, 73.396, 68.970, 68.533, 71.823, 74.503, 72.069, 69.619, 67.971, 64.462,216.527,237.757,258.077,275.372,287.593,292.085,293.894,293.721,294.074,295.313,295.194,295.813,295.659,294.735,1
   409,04/04/23 02:26:52,51, 45.00,160.20,306.331,129.642,133.522,133.139,129.448,128.513,124.546,116.986,113.412,104.054, 95.370, 88.051, 82.899, 79.981, 76.121, 75.007, 77.676,127.871, 76.763, 74.411, 72.896, 69.442,221.680,241.858,261.415,277.336,288.267,292.666,294.238,295.005,295.094,295.705,296.102,296.119,295.685,295.402,1
   410,04/04/23 02:26:53,41, 294.9300,  89.3200,1011.0000, 237.3900,0,1
   411,04/04/23 02:27:15,51, 90.00, 19.80,306.335,120.305,123.988,123.442,119.992,119.075,115.648,108.655,104.369, 96.160, 88.966, 81.485, 77.092, 74.037, 69.948, 69.066, 72.762, 75.621, 71.677, 69.591, 68.421, 64.973,216.084,237.325,257.752,275.034,287.496,291.414,293.574,294.601,294.574,295.392,296.221,295.306,296.290,295.125,1
   412,04/04/23 02:27:33,51, 90.00,160.20,306.334,126.832,130.894,131.186,127.140,126.496,122.761,114.943,112.334,102.633, 94.278, 86.536, 81.945, 79.246, 74.583, 73.202, 76.895, 83.395, 75.892, 73.357, 71.408, 68.965,221.316,241.544,261.320,277.016,288.285,292.351,293.842,295.522,294.525,295.679,295.564,295.469,296.049,295.410,1
   413,04/04/23 02:27:34,41, 294.9200,  89.6100,1011.0000, 237.0600,0,1
   414,04/04/23 02:27:56,51,135.00, 19.80,306.337,122.759,126.304,126.478,121.870,121.849,118.323,110.843,107.994, 97.918, 90.228, 83.334, 78.265, 75.403, 70.928, 70.180, 74.313,107.043, 73.210, 70.922, 69.356, 66.073,216.700,237.452,257.957,274.852,287.319,292.034,293.842,294.418,294.893,296.179,296.597,295.589,296.133,294.903,1
   415,04/04/23 02:28:14,51,135.00,160.20,306.338,125.701,129.210,129.342,125.767,125.222,120.932,113.639,108.797,100.993, 92.831, 85.958, 79.918, 77.644, 73.661, 72.597, 76.633, 78.050, 75.193, 73.309, 71.580, 68.018,221.437,241.775,261.476,277.160,288.120,292.185,293.560,294.899,294.406,295.097,295.127,295.283,295.910,295.048,1
   416,04/04/23 02:28:15,41, 294.8900,  89.7200,1011.0000, 237.2400,0,1
   417,04/04/23 02:29:32,41, 294.8400,  89.6700,1011.0000, 237.3600,0,1
   418,04/04/23 02:30:07,51,  0.00, 19.80,306.330,118.236,121.430,121.745,117.380,116.892,113.630,106.800,103.033, 94.869, 86.543, 80.238, 75.147, 72.563, 69.271, 68.460, 71.695, 73.018, 70.868, 68.971, 66.341, 64.249,217.508,238.436,258.328,275.835,287.598,291.964,293.082,295.025,294.290,295.287,295.812,295.819,295.492,295.501,1
   419,04/04/23 02:30:24,51,  0.00, 90.00,306.328, 52.383, 54.432, 54.220, 52.440, 51.684, 51.840, 47.438, 45.150, 39.994, 36.053, 34.646, 30.293, 29.456, 27.035, 27.328, 33.434, 38.771, 35.632, 33.379, 31.899, 28.621,111.009,135.067,160.101,191.796,229.414,260.502,282.037,289.521,292.297,293.510,294.803,295.255,294.868,295.162,1
   420,04/04/23 02:30:42,51,  0.00,160.20,306.327,126.809,130.306,130.180,126.004,125.026,121.650,115.032,110.773,101.538, 93.461, 86.674, 79.757, 78.159, 74.219, 72.913, 77.158,148.234, 75.440, 72.715, 70.871, 67.941,220.515,241.127,260.696,277.157,288.747,292.266,294.457,295.680,295.738,295.617,296.054,296.370,296.023,296.323,1
   421,04/04/23 02:31:05,51, 45.00, 19.80,306.324,118.126,120.776,121.092,117.276,116.401,113.593,106.152,103.083, 94.203, 86.733, 79.665, 74.392, 72.711, 68.833, 67.683, 71.388, 73.608, 70.917, 68.363, 66.784, 64.270,217.016,238.299,257.914,275.476,288.180,292.214,294.361,295.364,295.617,295.587,296.600,296.879,296.629,296.582,1
   422,04/04/23 02:31:24,51, 45.00,160.20,306.326,128.225,130.828,131.354,127.684,127.291,123.293,115.710,112.787,103.386, 94.643, 87.352, 81.260, 79.653, 75.173, 73.563, 77.916,125.614, 75.828, 72.856, 71.862, 69.455,221.671,242.110,261.534,277.411,288.917,292.406,294.197,295.143,294.796,296.018,296.301,296.923,296.150,296.858,1
   423,04/04/23 02:31:24,41, 294.7600,  90.4200,1010.9000, 236.0500,0,1
   424,04/04/23 02:31:47,51, 90.00, 19.80,306.321,119.361,123.039,122.992,118.298,118.141,114.631,107.420,103.722, 95.700, 87.387, 81.260, 75.166, 73.455, 69.837, 68.503, 72.345, 74.813, 71.868, 68.880, 67.745, 64.775,216.152,237.450,257.908,275.184,287.403,292.398,293.777,294.671,294.965,295.560,296.353,296.309,295.993,296.050,1
   425,04/04/23 02:32:05,51, 90.00,160.20,306.322,128.013,131.195,131.175,127.552,126.804,123.306,115.847,113.905,102.973, 94.336, 87.275, 80.985, 79.092, 75.363, 73.664, 77.724, 83.066, 76.046, 72.891, 71.715, 69.750,222.284,242.427,261.387,277.776,288.455,292.383,293.878,295.233,295.264,295.931,296.450,296.496,296.107,296.315,1
   426,04/04/23 02:32:05,41, 294.7500,  90.4200,1010.9000, 236.5000,0,1
   427,04/04/23 02:32:28,51,135.00, 19.80,306.324,121.483,124.033,124.343,120.802,119.656,116.771,109.834,106.911, 97.040, 88.710, 82.151, 76.611, 74.688, 70.549, 69.557, 72.798,105.027, 72.540, 69.543, 68.369, 65.463,216.384,237.676,257.532,275.125,287.990,292.252,294.144,294.468,295.663,295.712,295.962,295.896,296.020,296.452,1
   428,04/04/23 02:32:46,51,135.00,160.20,306.320,123.256,126.593,126.976,122.480,122.625,118.723,111.162,107.447, 99.640, 90.931, 84.143, 78.157, 76.046, 72.058, 70.672, 75.126, 76.067, 73.711, 71.963, 70.228, 66.976,221.364,242.099,261.134,277.896,288.867,292.305,294.341,294.816,295.926,295.028,296.304,296.302,295.980,296.178,1
   429,04/04/23 02:32:46,41, 294.7700,  90.1500,1010.9000, 236.1900,0,1
   430,04/04/23 02:34:04,41, 294.8200,  89.7500,1010.8000, 235.8400,0,1
   431,04/04/23 02:34:39,51,  0.00, 19.80,306.307,117.618,121.098,121.922,117.209,116.708,113.394,106.867,102.701, 94.107, 86.361, 80.003, 75.730, 72.540, 69.128, 67.502, 71.736, 73.525, 72.009, 68.377, 67.345, 63.781,216.028,238.109,258.490,275.179,287.974,292.125,293.734,294.509,295.270,295.495,296.164,296.286,295.493,296.598,1
   432,04/04/23 02:34:56,51,  0.00, 90.00,306.310, 51.065, 53.352, 53.823, 50.661, 50.994, 50.425, 45.923, 43.435, 39.599, 33.810, 32.442, 30.088, 28.122, 25.753, 27.268, 33.143, 37.864, 36.271, 33.527, 32.266, 27.880,109.781,134.329,159.608,191.041,228.542,260.551,281.411,289.843,291.827,293.792,294.254,294.205,294.350,295.610,1
   433,04/04/23 02:35:14,51,  0.00,160.20,306.308,125.688,128.794,129.301,124.898,125.206,120.701,113.689,109.782,101.085, 92.002, 85.545, 80.251, 77.631, 73.548, 72.746, 76.833,151.782, 74.838, 71.816, 70.425, 67.935,219.103,240.095,260.543,276.845,287.413,292.447,293.810,296.044,294.747,295.967,295.423,296.052,295.599,296.191,1
   434,04/04/23 02:35:37,51, 45.00, 19.80,306.307,116.944,119.830,120.333,115.749,116.172,111.621,105.664,101.899, 93.352, 85.316, 79.048, 74.186, 71.194, 67.978, 67.210, 70.659, 72.829, 70.597, 68.472, 66.530, 63.496,215.218,237.416,257.756,274.963,287.222,291.963,293.807,295.445,295.075,295.609,295.487,296.014,295.412,296.756,1
   435,04/04/23 02:35:55,51, 45.00,160.20,306.305,127.858,131.168,131.378,127.251,127.022,122.781,115.587,112.321,103.312, 93.716, 86.620, 82.088, 79.021, 74.553, 73.685, 76.998,125.987, 76.103, 73.964, 71.075, 68.812,220.415,241.208,261.006,276.915,287.731,291.967,293.509,295.269,294.854,295.416,296.063,295.619,295.544,296.324,1
   436,04/04/23 02:35:56,41, 294.7300,  90.3600,1010.8000, 236.0000,0,1
   437,04/04/23 02:36:19,51, 90.00, 19.80,306.307,119.763,123.285,123.354,119.125,119.090,115.145,108.331,104.001, 95.593, 87.898, 80.788, 76.411, 73.116, 70.073, 68.895, 72.432, 75.826, 71.534, 69.942, 67.683, 64.319,214.835,237.253,257.688,275.094,286.459,292.166,293.205,294.989,294.201,295.470,295.872,295.828,296.030,296.103,1
   438,04/04/23 02:36:37,51, 90.00,160.20,306.305,126.117,129.564,130.618,126.099,125.676,121.570,114.005,112.477,102.088, 92.389, 86.162, 80.490, 78.587, 74.246, 73.015, 75.935, 82.448, 75.037, 73.222, 70.373, 68.223,220.545,241.467,261.120,277.324,288.159,292.139,293.980,295.176,294.869,296.205,296.438,296.314,295.746,296.747,1
   439,04/04/23 02:36:37,41, 294.7000,  90.6000,1010.8000, 235.6500,0,1
   440,04/04/23 02:36:58,51,135.00, 19.80,306.300,120.524,123.329,124.018,119.490,119.544,115.573,108.543,106.069, 96.486, 87.596, 81.357, 76.790, 73.590, 69.567, 68.568, 72.467,103.052, 71.735, 69.526, 67.335, 64.440,214.633,236.722,257.225,275.025,287.089,292.370,293.891,294.783,295.075,295.415,295.941,296.555,295.992,297.391,1
   441,04/04/23 02:37:16,51,135.00,160.20,306.295,124.742,127.849,127.880,123.847,123.749,119.516,112.920,107.987,100.343, 91.987, 84.862, 79.523, 76.437, 73.362, 72.091, 76.127, 78.149, 75.097, 72.643, 70.115, 68.048,220.406,241.682,261.242,277.100,287.844,292.729,293.930,294.956,295.086,295.154,296.663,296.112,295.920,296.773,1
   442,04/04/23 02:37:16,41, 294.7100,  90.5500,1010.9000, 235.9900,0,1
   443,04/04/23 02:38:34,41, 294.6600,  90.6000,1010.8000, 235.7900,0,1
   444,04/04/23 02:39:09,51,  0.00, 19.80,306.286,116.005,119.415,120.208,115.402,115.327,111.652,105.400,101.584, 93.376, 85.673, 79.213, 73.521, 71.531, 67.313, 67.050, 70.891, 72.461, 70.456, 68.893, 66.223, 62.260,216.318,237.815,258.064,275.376,287.597,292.087,293.907,294.151,294.882,295.056,295.951,296.004,296.582,296.298,1
