time_s/frequency_ghz,18.000000,19.125000,20.250000,21.375000,22.500000,23.625000,24.750000,25.875000,27.000000
0.000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1.000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1.500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2.000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2.500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
3.000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
3.500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4.000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4.500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5.000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5.500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
6.000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
6.500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
7.000000,0.00000000,0.00000000,0.00000000,0.00000015,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
7.500000,0.00000000,0.00000000,0.00000000,0.00001101,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
8.000000,0.00000000,0.00000000,0.00000000,0.00046089,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
8.500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
9.000000,0.00000000,0.00000000,0.00000000,0.14371688,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
9.500000,0.00000000,0.00000000,0.00000000,1.07043471,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
10.000000,0.00000000,0.00000000,0.00000000,4.48413388,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
10.500000,0.00000000,0.00000000,0.00000000,10.56484021,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
11.000000,0.00000000,0.00000000,0.00000000,13.99952406,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
11.500000,0.00000000,0.00000000,0.00000000,10.43348953,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
12.000000,0.00000000,0.00000000,0.00000000,4.37332621,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
12.500000,0.00000000,0.00000000,0.00000000,1.03100349,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
13.000000,0.00000000,0.00000000,0.00000000,0.13670185,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
13.500000,0.00000000,0.00000000,0.00000000,0.01019423,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
14.000000,0.00000000,0.00000000,0.00000000,0.00042756,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
14.500000,0.00000000,0.00000000,0.00000000,0.00001009,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
15.000000,0.00000000,0.00000000,0.00000000,0.00000013,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
15.500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
16.000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
16.500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
17.000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
17.500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
