Record,Date/Time,10,Tamb(K),Rh(%),Pres(mb),Tir(K),Rain,Az(deg),El(deg),TkBB(K), Ch  22.234, Ch  23.034, Ch  23.834, Ch  26.234, Ch  30.000, Ch  51.248, Ch  52.280, Ch  53.848, Ch  54.940, Ch  56.660, Ch  57.288, Ch  58.800, Ch 
Record,Date/Time,40,Tamb(K),Rh(%),Pres(mb),Tir(K),Rain,DataQuality
Record,Date/Time,50,Az(deg),El(deg),TkBB(K), Ch  22.000, Ch  22.234, Ch  22.500, Ch  23.000, Ch  23.034, Ch  23.500, Ch  23.834, Ch  24.000, Ch  24.500, Ch  25.000, Ch  25.500, Ch  26.000, Ch  26.234, Ch  26.500, Ch  27.000, Ch  27.500, Ch  28.000, Ch  28.500, Ch  29.000, Ch  29.500, Ch  30.000, Ch  51.248, Ch  51.760, Ch  52.280, Ch  52.804, Ch  53.336, Ch  53.848, Ch  54.400, Ch  54.940, Ch  55.500, Ch  56.020, Ch  56.660, Ch  57.288, Ch  57.964, Ch  58.800,DataQuality
    41,04/09/23 00:18:38,51,  0.00, 19.80,308.550,161.698,165.248,165.480,160.065,159.604,152.979,144.551,139.427,127.906,116.450,107.737,100.878, 97.207, 94.323, 92.036, 93.058, 93.154, 90.488, 88.993, 87.234, 81.471,225.485,243.942,262.193,278.277,287.832,293.324,295.336,296.446,297.076,297.446,297.819,296.728,297.232,296.824,1
    42,04/09/23 00:18:56,51,  0.00, 90.00,308.553, 70.802, 74.030, 74.306, 70.312, 70.270, 68.114, 62.330, 59.266, 52.764, 46.733, 42.837, 38.876, 37.551, 36.288, 37.594, 41.398, 45.142, 42.738, 41.591, 40.259, 32.734,117.645,140.185,164.389,195.370,230.137,260.953,281.342,289.903,292.518,293.997,295.764,295.333,296.100,295.863,1
    43,04/09/23 00:19:13,51,  0.00,160.20,308.554,162.542,165.937,166.014,161.093,160.687,154.324,145.685,140.132,129.384,117.699,108.588,101.777, 98.604, 94.798, 93.683, 94.775,171.358, 91.211, 89.231, 87.974, 81.987,227.671,245.811,263.843,279.387,287.940,292.791,295.450,296.851,296.927,297.096,297.901,297.231,297.978,296.999,1
    44,04/09/23 00:19:37,51, 45.00, 19.80,308.553,158.827,162.973,162.812,157.026,157.128,150.686,142.117,136.856,126.017,114.703,105.824, 99.035, 95.994, 92.485, 90.594, 92.056, 91.438, 89.086, 87.330, 85.489, 79.650,224.616,242.754,261.326,277.663,287.653,292.778,294.883,296.158,295.948,296.442,297.708,296.451,297.484,296.652,1
    45,04/09/23 00:19:55,51, 45.00,160.20,308.553,163.528,166.839,167.283,161.813,161.477,154.976,146.958,141.620,130.688,118.921,110.011,103.120, 99.656, 95.906, 94.053, 95.068,146.851, 91.550, 90.252, 88.545, 82.224,228.375,246.080,263.911,279.680,288.280,292.558,295.177,296.254,296.940,296.389,297.903,296.365,297.008,296.696,1
    46,04/09/23 00:19:55,41, 295.9900,  92.6300,1010.2000, 246.5600,0,1
    47,04/09/23 00:20:18,51, 90.00, 19.80,308.552,159.041,162.398,162.670,157.184,157.058,150.480,142.342,137.237,126.149,114.914,106.288, 99.222, 96.081, 92.146, 90.986, 91.752, 92.961, 89.672, 86.847, 85.490, 79.893,223.814,242.641,261.037,277.453,287.597,292.385,294.700,296.113,296.501,296.964,297.670,296.804,296.815,296.762,1
    48,04/09/23 00:20:36,51, 90.00,160.20,308.546,165.967,169.148,170.173,164.144,164.108,157.258,148.819,145.727,132.629,120.331,111.327,104.252,101.336, 97.714, 95.286, 95.857,101.466, 92.844, 91.626, 89.553, 84.095,228.865,246.802,264.299,279.218,288.373,292.762,295.328,295.744,295.987,296.651,296.967,296.416,297.329,296.257,1
    49,04/09/23 00:20:36,41, 295.9400,  92.8700,1010.1000, 246.7300,0,1
    50,04/09/23 00:20:58,51,135.00, 19.80,308.538,159.069,162.604,162.941,157.253,157.090,151.024,142.165,138.652,126.377,115.302,106.954, 99.483, 96.819, 92.505, 91.614, 92.263,120.738, 89.443, 87.500, 85.684, 79.903,223.565,242.485,260.869,277.625,287.260,292.522,294.295,295.769,295.996,296.874,297.392,296.811,298.018,296.820,1
    51,04/09/23 00:21:16,51,135.00,160.20,308.530,165.806,169.596,170.319,164.132,163.938,157.336,148.547,142.771,131.921,119.947,111.227,103.904,101.139, 96.843, 95.508, 96.090, 95.555, 92.507, 91.331, 89.676, 82.982,229.083,246.911,264.495,279.373,288.227,292.546,294.909,296.339,296.250,297.064,296.860,296.448,297.209,296.121,1
    52,04/09/23 00:21:17,41, 295.9300,  92.7100,1010.2000, 246.5100,0,1
    53,04/09/23 00:22:34,41, 295.9100,  92.7600,1010.2000, 246.3300,0,1
    54,04/09/23 00:23:09,51,  0.00, 19.80,308.469,161.204,164.431,164.120,159.282,158.859,152.439,143.420,137.919,126.708,115.427,106.266, 99.765, 95.801, 93.319, 91.151, 92.621, 92.123, 89.345, 87.514, 86.247, 79.495,225.899,244.519,262.133,277.430,287.707,293.182,294.627,296.582,296.343,297.082,296.109,297.385,297.084,297.157,1
    55,04/09/23 00:23:27,51,  0.00, 90.00,308.466, 72.724, 74.803, 74.845, 71.102, 71.612, 69.198, 62.970, 59.563, 53.598, 46.389, 42.567, 39.292, 37.265, 37.481, 38.115, 42.150, 45.569, 42.442, 41.906, 41.084, 31.713,118.035,140.700,165.565,195.314,230.608,261.706,281.658,289.725,293.043,294.461,294.367,296.336,296.072,296.164,1
    56,04/09/23 00:23:44,51,  0.00,160.20,308.459,162.914,166.055,165.708,160.896,160.803,154.500,145.990,140.781,129.540,118.180,108.565,102.336, 98.130, 95.462, 93.106, 94.751,178.943, 91.570, 90.350, 87.986, 81.473,227.854,246.068,263.886,279.105,288.841,293.161,294.347,296.224,296.936,296.512,296.482,297.424,297.762,297.962,1
    57,04/09/23 00:24:07,51, 45.00, 19.80,308.447,158.941,162.156,162.348,157.164,157.139,150.341,142.209,136.429,125.836,114.283,105.295, 98.404, 93.705, 91.840, 90.640, 91.281, 91.090, 88.941, 87.148, 85.385, 78.700,224.937,243.230,261.538,277.579,288.120,292.729,294.364,296.169,296.098,296.624,296.151,297.374,297.312,296.952,1
    58,04/09/23 00:24:25,51, 45.00,160.20,308.439,163.344,166.406,166.330,162.283,161.883,155.209,146.139,141.566,130.490,118.704,109.670,102.556, 98.280, 95.702, 93.917, 94.741,141.543, 92.170, 90.059, 88.374, 82.168,228.805,246.570,264.322,278.830,288.665,293.245,294.205,295.686,296.401,296.668,295.925,296.821,297.247,297.288,1
    59,04/09/23 00:24:26,41, 295.8200,  93.0300,1010.3000, 246.6500,0,1
    60,04/09/23 00:24:48,51, 90.00, 19.80,308.428,158.584,161.850,162.359,157.004,157.198,150.819,142.180,136.918,125.896,114.433,104.791, 98.997, 94.888, 92.428, 90.891, 92.185, 92.690, 88.721, 87.153, 85.303, 79.474,224.400,243.100,261.355,276.319,287.817,292.810,294.728,295.708,296.288,297.004,296.216,297.507,297.912,297.243,1
    61,04/09/23 00:25:06,51, 90.00,160.20,308.417,165.560,169.037,169.341,164.212,164.264,157.500,148.663,145.378,132.562,119.819,110.870,103.818, 99.890, 96.904, 94.909, 96.482, 99.584, 92.729, 91.184, 89.198, 82.822,229.490,247.433,264.852,279.644,288.651,293.214,294.852,295.566,297.151,296.656,296.161,297.366,297.561,297.404,1
    62,04/09/23 00:25:06,41, 295.8000,  93.0300,1010.3000, 246.1300,0,1
    63,04/09/23 00:25:29,51,135.00, 19.80,308.398,160.634,163.628,163.951,158.566,159.076,152.248,143.918,139.219,127.684,115.899,106.979,100.248, 95.618, 93.812, 91.990, 92.794,124.836, 89.968, 88.284, 86.696, 79.611,224.945,243.278,261.443,276.726,287.357,292.460,294.802,295.561,296.240,296.851,296.162,297.461,297.709,297.113,1
    64,04/09/23 00:25:47,51,135.00,160.20,308.385,166.349,169.354,169.825,164.964,164.395,157.994,149.405,143.648,132.611,120.449,111.726,104.308,100.356, 97.381, 95.894, 96.464, 96.668, 93.645, 91.543, 89.980, 83.501,229.595,247.299,265.025,279.110,288.195,293.226,294.648,295.817,296.890,296.687,296.603,297.087,297.898,297.508,1
    65,04/09/23 00:25:48,41, 295.8400,  92.6300,1010.3000, 246.6600,0,1
    66,04/09/23 00:27:05,41, 295.8700,  92.6500,1010.3000, 246.7600,0,1
    67,04/09/23 00:27:40,51,  0.00, 19.80,308.322,160.106,163.417,163.226,157.930,157.532,151.464,142.401,137.764,126.039,115.033,105.706, 98.761, 96.368, 91.936, 90.558, 91.929, 92.082, 90.022, 87.441, 85.055, 79.007,224.890,243.216,261.809,276.848,287.930,291.328,294.335,294.847,296.419,296.277,296.778,295.781,296.814,296.847,1
    68,04/09/23 00:27:57,51,  0.00, 90.00,308.318, 72.092, 74.306, 74.453, 71.146, 70.296, 68.599, 62.977, 60.212, 52.686, 46.518, 42.650, 38.487, 37.693, 36.355, 37.661, 42.501, 45.545, 42.494, 41.822, 40.061, 32.069,117.707,140.103,165.091,194.711,230.061,259.853,280.845,289.065,292.265,294.410,294.813,294.649,295.793,295.126,1
    69,04/09/23 00:28:15,51,  0.00,160.20,308.310,162.330,165.650,165.891,160.663,160.543,154.301,145.678,141.125,130.341,118.042,109.477,101.242, 99.656, 95.736, 94.367, 96.266,176.259, 92.833, 90.400, 88.172, 82.142,227.307,245.515,263.570,277.619,288.550,291.455,294.155,294.095,295.746,297.127,296.053,296.048,296.406,296.680,1
    70,04/09/23 00:28:38,51, 45.00, 19.80,308.302,157.207,160.688,160.813,155.337,155.211,148.731,140.011,135.346,124.354,112.560,104.006, 96.949, 94.189, 90.223, 89.000, 91.169, 90.812, 88.026, 85.756, 84.108, 77.764,222.944,241.886,261.255,276.075,287.777,291.878,293.985,294.508,295.361,296.646,297.048,296.157,296.176,295.838,1
    71,04/09/23 00:28:56,51, 45.00,160.20,308.296,163.270,166.646,167.085,162.327,162.247,155.552,147.054,142.810,130.960,118.876,110.320,102.154,100.291, 96.300, 94.799, 96.480,142.886, 92.615, 91.462, 88.622, 82.489,228.097,245.790,264.145,277.928,288.894,291.501,294.315,294.502,295.507,296.242,296.148,295.743,296.323,296.285,1
    72,04/09/23 00:28:56,41, 295.8100,  92.8200,1010.3000, 247.1700,0,1
    73,04/09/23 00:29:19,51, 90.00, 19.80,308.284,156.761,160.505,159.888,154.584,154.576,148.642,139.209,134.792,123.441,112.390,103.389, 96.505, 93.369, 90.186, 89.048, 90.534, 91.231, 87.881, 85.275, 83.988, 77.469,222.798,241.616,260.730,276.020,287.695,292.009,294.574,294.848,295.257,296.073,296.910,295.683,296.254,296.237,1
    74,04/09/23 00:29:37,51, 90.00,160.20,308.275,165.266,168.628,168.680,163.364,163.202,156.777,147.604,145.403,132.016,119.950,110.989,103.462,101.079, 97.171, 95.497, 96.996, 99.271, 92.746, 91.113, 89.210, 83.033,228.875,246.238,264.806,278.653,288.416,291.775,294.532,295.014,295.568,295.831,296.283,295.332,296.385,296.005,1
    75,04/09/23 00:29:38,41, 295.8000,  92.7600,1010.3000, 247.8300,0,1
    76,04/09/23 00:30:00,51,135.00, 19.80,308.260,155.360,159.386,158.878,153.895,153.264,147.481,138.192,134.978,122.505,111.214,102.881, 95.951, 92.919, 89.353, 88.436, 90.063,121.509, 86.770, 84.800, 82.841, 77.143,222.788,241.702,260.831,276.314,287.705,291.692,294.471,295.415,295.934,296.642,297.081,296.664,296.391,296.471,1
    77,04/09/23 00:30:18,51,135.00,160.20,308.251,164.980,168.786,168.652,163.015,162.939,156.948,147.549,142.412,131.402,119.008,110.040,102.666,100.599, 96.365, 94.560, 96.627, 95.494, 92.604, 90.656, 88.553, 82.095,228.423,246.199,264.661,278.644,288.778,292.150,294.463,294.933,295.571,296.338,296.564,295.842,296.824,296.643,1
    78,04/09/23 00:30:19,41, 295.8200,  92.6600,1010.3000, 247.3100,0,1
    79,04/09/23 00:31:35,41, 295.8200,  92.0700,1010.3000, 247.3900,0,1
    80,04/09/23 00:32:11,51,  0.00, 19.80,308.195,159.396,162.404,162.918,157.052,157.168,150.298,141.855,136.693,125.982,114.830,105.157, 98.195, 94.889, 91.837, 90.449, 92.544, 91.370, 88.909, 87.100, 85.342, 78.315,223.969,243.483,261.309,277.379,287.838,292.532,294.650,295.054,296.248,295.987,296.713,297.027,296.483,296.808,1
    81,04/09/23 00:32:28,51,  0.00, 90.00,308.191, 72.110, 73.944, 74.077, 70.442, 70.864, 68.552, 62.457, 59.399, 53.494, 46.795, 43.195, 38.931, 37.167, 37.040, 37.515, 42.319, 44.824, 42.511, 41.862, 40.170, 31.708,116.805,140.457,164.780,195.727,230.160,260.971,281.077,288.679,292.382,293.135,294.824,295.699,295.022,295.659,1
    82,04/09/23 00:32:46,51,  0.00,160.20,308.187,160.048,163.259,163.896,158.405,157.967,151.919,143.503,138.998,127.966,116.175,107.241, 99.661, 97.188, 93.816, 92.650, 94.280,178.620, 90.643, 88.877, 86.641, 80.308,226.400,246.013,262.848,279.323,288.373,292.649,294.730,294.748,296.022,296.551,297.171,297.123,296.158,296.327,1
    83,04/09/23 00:33:09,51, 45.00, 19.80,308.183,155.203,158.305,159.868,153.179,153.506,147.294,138.194,133.428,123.046,111.786,102.852, 95.916, 92.233, 89.763, 87.491, 89.890, 89.100, 86.984, 84.887, 83.307, 76.221,222.521,242.537,260.749,277.661,288.011,292.368,294.557,294.635,296.288,295.713,297.449,297.652,296.845,296.685,1
    84,04/09/23 00:33:27,51, 45.00,160.20,308.178,164.360,166.949,167.701,162.497,162.710,156.462,147.814,143.260,132.524,120.563,111.703,103.270,100.556, 97.421, 95.396, 97.907,144.221, 94.106, 91.733, 90.197, 83.566,229.022,247.757,264.504,279.766,288.785,293.098,294.685,294.750,296.309,295.690,297.045,296.995,296.162,296.811,1
    85,04/09/23 00:33:28,41, 295.9100,  91.3100,1010.3000, 246.2700,0,1
    86,04/09/23 00:33:50,51, 90.00, 19.80,308.168,155.728,159.011,159.520,153.378,153.893,147.455,138.799,133.830,123.869,112.101,103.214, 95.794, 92.929, 89.323, 88.931, 90.131, 90.275, 86.880, 85.522, 83.988, 76.657,222.139,241.916,260.168,276.939,287.765,292.655,294.584,294.784,296.459,295.809,297.527,297.751,296.736,296.722,1
    87,04/09/23 00:34:08,51, 90.00,160.20,308.161,164.843,167.541,167.963,162.549,162.378,156.150,147.320,144.295,131.237,119.668,110.525,102.297, 99.859, 97.034, 95.040, 95.711,100.029, 92.573, 90.686, 88.974, 81.928,228.176,247.300,264.350,279.968,288.849,293.563,294.811,296.066,296.774,295.316,296.687,298.001,297.301,296.638,1
    88,04/09/23 00:34:09,41, 295.9500,  90.7200,1010.2000, 245.5100,0,1
    89,04/09/23 00:34:31,51,135.00, 19.80,308.153,154.451,157.579,158.132,152.566,152.367,146.235,137.673,133.804,122.781,111.432,101.922, 94.827, 92.231, 89.543, 87.654, 89.018,118.921, 86.004, 84.683, 83.024, 76.066,222.020,241.876,260.346,277.255,287.971,292.847,294.810,295.368,296.544,296.228,296.698,297.337,297.076,296.952,1
    90,04/09/23 00:34:49,51,135.00,160.20,308.149,164.825,167.684,168.079,162.672,162.195,155.875,147.054,141.326,131.644,119.572,110.254,101.593, 99.240, 95.875, 94.080, 95.756, 95.127, 92.145, 90.524, 88.285, 82.078,227.914,247.031,264.207,279.631,289.094,293.029,295.369,295.184,296.659,296.273,297.241,297.075,296.473,297.359,1
    91,04/09/23 00:34:50,41, 296.0000,  90.5600,1010.2000, 245.2000,0,1
