Record,Date/Time,10,Tamb(K),Rh(%),Pres(mb),Tir(K),Rain,Az(deg),El(deg),TkBB(K), Ch  22.234, Ch  23.034, Ch  23.834, Ch  26.234, Ch  30.000, Ch  51.248, Ch  52.280, Ch  53.848, Ch  54.940, Ch  56.660, Ch  57.288, Ch  58.800, Ch 
Record,Date/Time,40,Tamb(K),Rh(%),Pres(mb),Tir(K),Rain,DataQuality
Record,Date/Time,50,Az(deg),El(deg),TkBB(K), Ch  22.000, Ch  22.234, Ch  22.500, Ch  23.000, Ch  23.034, Ch  23.500, Ch  23.834, Ch  24.000, Ch  24.500, Ch  25.000, Ch  25.500, Ch  26.000, Ch  26.234, Ch  26.500, Ch  27.000, Ch  27.500, Ch  28.000, Ch  28.500, Ch  29.000, Ch  29.500, Ch  30.000, Ch  51.248, Ch  51.760, Ch  52.280, Ch  52.804, Ch  53.336, Ch  53.848, Ch  54.400, Ch  54.940, Ch  55.500, Ch  56.020, Ch  56.660, Ch  57.288, Ch  57.964, Ch  58.800,DataQuality
Record,Date/Time,80,ID,SNR,Tamb(K),Rh(%),Pres(mb),Tir(K),Rain,Az(deg),El(deg),TkBB(K), Ch  22.234, Ch  23.034, Ch  23.834, Ch  26.234, Ch  30.000, Ch  51.248, Ch  52.280, Ch  53.848, Ch  54.940, Ch  56.660, Ch  57.288, Ch  58.800, Ch 
   326,04/01/23 01:57:57,41, 296.9400,  67.4500,1014.0000, 221.6100,0,1
   327,04/01/23 01:58:32,51,  0.00, 19.80,306.802, 91.333, 94.731, 94.630, 91.172, 90.539, 88.208, 82.843, 78.778, 73.032, 66.346, 61.266, 57.841, 55.398, 52.578, 52.674, 57.031, 60.025, 57.389, 55.966, 54.366, 51.308,210.240,233.378,255.414,274.661,287.302,292.190,294.151,295.124,295.358,296.051,296.621,295.774,296.635,296.168,1
   328,04/01/23 01:58:50,51,  0.00, 90.00,306.803, 39.190, 41.074, 40.756, 39.150, 39.127, 38.952, 35.530, 33.757, 30.125, 26.478, 25.295, 22.488, 21.907, 19.874, 21.363, 27.074, 33.123, 29.998, 28.845, 27.258, 22.549,105.195,130.391,156.707,188.678,227.040,259.813,281.418,289.563,292.335,293.682,294.471,295.169,295.380,294.805,1
   329,04/01/23 01:59:07,51,  0.00,160.20,306.803, 97.577,101.088,100.463, 96.982, 96.719, 93.896, 88.515, 84.177, 77.917, 69.714, 65.532, 60.565, 59.226, 56.422, 55.255, 60.846,135.322, 59.746, 58.345, 56.401, 53.757,213.419,236.194,258.118,275.401,287.828,292.613,294.689,295.108,294.793,295.622,295.981,295.819,296.267,296.339,1
   330,04/01/23 01:59:31,51, 45.00, 19.80,306.798, 94.235, 97.710, 96.909, 93.838, 92.790, 90.440, 85.183, 81.441, 74.940, 68.070, 62.557, 59.082, 56.928, 53.631, 53.354, 58.658, 60.954, 58.677, 57.346, 55.112, 52.326,209.538,232.708,255.385,273.814,286.580,291.602,293.961,295.602,294.207,294.981,296.011,296.014,296.010,295.696,1
   331,04/01/23 01:59:49,51, 45.00,160.20,306.799, 96.863,100.339,100.141, 96.705, 96.456, 93.806, 87.778, 83.934, 77.411, 70.089, 64.712, 61.150, 58.760, 55.216, 54.965, 60.031,109.858, 60.445, 58.677, 56.044, 53.531,213.734,236.405,258.436,275.674,287.561,292.391,294.434,295.160,294.860,295.601,296.438,295.501,296.428,296.411,1
   332,04/01/23 01:59:50,41, 296.8700,  67.6400,1014.0000, 221.9600,0,1
   333,04/01/23 02:00:12,51, 90.00, 19.80,306.797, 94.524, 97.691, 97.345, 93.873, 93.437, 90.835, 84.945, 81.519, 75.266, 68.244, 62.693, 59.027, 57.081, 54.011, 53.522, 58.139, 62.277, 59.410, 57.286, 54.879, 52.039,208.828,232.544,254.740,273.673,286.895,292.163,294.092,295.367,295.255,295.100,296.216,295.844,296.367,296.188,1
   334,04/01/23 02:00:30,51, 90.00,160.20,306.796, 97.160,100.416,100.644, 97.227, 97.233, 94.535, 89.025, 87.576, 78.532, 71.161, 66.237, 61.526, 59.882, 56.317, 55.944, 61.083, 68.390, 61.133, 59.534, 57.026, 54.122,214.463,236.834,258.372,276.188,288.056,292.222,294.261,295.324,294.924,294.688,296.021,295.613,296.397,295.843,1
   335,04/01/23 02:00:31,41, 296.8800,  67.5800,1014.0000, 221.9000,0,1
   336,04/01/23 02:00:53,51,135.00, 19.80,306.793, 96.163, 99.313, 99.222, 95.193, 95.183, 92.761, 87.345, 84.811, 77.205, 69.710, 64.098, 60.385, 58.192, 55.090, 55.097, 59.407, 92.567, 59.754, 57.988, 55.545, 52.951,209.202,232.321,253.927,273.730,286.563,291.628,294.093,294.419,294.097,294.729,295.817,295.772,296.104,295.651,1
   337,04/01/23 02:01:11,51,135.00,160.20,306.789, 93.495, 96.864, 96.879, 93.322, 92.448, 90.304, 84.517, 80.427, 74.769, 66.754, 62.044, 59.464, 57.256, 53.916, 53.007, 58.637, 61.268, 59.072, 56.814, 55.004, 51.856,213.704,236.455,258.800,276.327,288.430,292.790,294.588,295.366,295.065,295.704,296.380,296.862,296.272,296.188,1
   338,04/01/23 02:01:12,41, 296.9500,  67.2000,1014.0000, 221.3900,0,1
   339,04/01/23 02:02:29,41, 296.9500,  67.2500,1014.0000, 221.6000,0,1
   340,04/01/23 02:03:04,51,  0.00, 19.80,306.774, 94.744, 97.461, 97.086, 93.894, 93.548, 91.251, 85.137, 81.667, 74.926, 68.101, 63.424, 60.059, 57.778, 53.138, 53.474, 58.641, 59.942, 58.945, 58.467, 55.559, 52.578,210.861,234.146,255.891,274.914,286.966,292.389,294.687,295.320,295.619,295.903,296.710,295.974,296.497,296.359,1
   341,04/01/23 02:03:22,51,  0.00, 90.00,306.776, 39.912, 41.385, 40.858, 39.609, 39.536, 40.837, 36.455, 34.475, 30.815, 27.520, 25.683, 23.630, 21.764, 19.982, 21.496, 27.887, 32.286, 30.103, 29.694, 27.009, 23.403,104.681,130.202,156.155,188.424,226.353,259.986,281.878,289.738,291.766,294.037,294.459,294.824,294.667,295.673,1
   342,04/01/23 02:03:39,51,  0.00,160.20,306.777, 99.524,102.552,101.948, 98.587, 98.216, 96.485, 88.978, 85.727, 79.121, 71.417, 65.971, 62.129, 60.626, 56.307, 55.698, 60.867,144.498, 61.024, 60.718, 57.437, 55.191,213.634,236.355,257.846,276.104,286.859,292.382,294.433,295.648,295.514,296.606,296.125,295.928,296.117,296.778,1
   343,04/01/23 02:04:03,51, 45.00, 19.80,306.780, 95.471, 97.958, 97.672, 94.675, 93.517, 92.509, 84.976, 82.235, 75.279, 69.365, 63.648, 59.774, 57.349, 54.162, 53.039, 58.377, 61.539, 59.589, 58.396, 55.780, 53.362,210.111,233.364,255.570,274.506,287.172,292.332,295.101,295.663,295.726,296.577,296.548,296.105,296.257,296.479,1
   344,04/01/23 02:04:21,51, 45.00,160.20,306.783, 99.469,101.805,101.687, 98.347, 97.750, 95.689, 88.907, 85.869, 79.020, 71.383, 66.290, 62.384, 60.750, 56.000, 56.331, 60.562,110.895, 61.146, 59.789, 57.865, 54.887,214.018,236.600,258.538,276.592,287.521,291.954,294.630,294.472,295.096,296.442,296.591,296.374,296.270,296.453,1
   345,04/01/23 02:04:21,41, 296.9200,  67.3100,1014.0000, 222.2900,0,1
   346,04/01/23 02:04:44,51, 90.00, 19.80,306.779, 95.867, 98.605, 98.387, 94.865, 94.415, 92.741, 86.697, 82.843, 75.997, 68.987, 64.080, 60.103, 58.238, 53.917, 54.236, 58.728, 62.295, 58.819, 58.676, 57.411, 53.430,209.504,233.459,255.124,274.111,286.923,292.109,294.545,295.839,295.485,296.375,296.905,296.463,296.188,296.407,1
   347,04/01/23 02:05:02,51, 90.00,160.20,306.779, 98.345,101.000,100.927, 97.995, 97.826, 95.941, 89.015, 87.907, 78.975, 71.826, 67.023, 62.879, 60.123, 56.538, 55.902, 60.839, 66.492, 60.900, 60.223, 57.108, 55.463,214.530,237.552,258.592,276.818,287.661,291.784,294.432,295.310,295.409,296.121,295.752,295.488,296.744,296.728,1
   348,04/01/23 02:05:03,41, 296.9200,  67.3600,1014.0000, 223.0500,0,1
   349,04/01/23 02:05:25,51,135.00, 19.80,306.776, 96.044, 98.697, 98.609, 95.070, 95.185, 92.969, 85.949, 83.722, 77.011, 69.620, 64.000, 61.079, 58.316, 54.352, 54.363, 58.997, 90.220, 59.626, 59.079, 56.877, 53.716,209.920,232.757,255.089,274.125,286.341,291.966,294.268,295.214,294.867,296.044,296.447,296.223,296.235,296.683,1
   350,04/01/23 02:05:43,51,135.00,160.20,306.773, 95.877, 98.568, 98.435, 95.195, 95.673, 92.539, 86.225, 82.400, 75.910, 69.055, 64.517, 60.362, 58.562, 54.435, 54.615, 59.615, 61.657, 60.380, 58.479, 56.231, 54.051,214.623,237.252,258.947,276.695,287.777,292.516,294.897,295.251,295.598,295.729,296.045,296.129,296.553,296.792,1
   351,04/01/23 02:05:44,41, 296.9300,  67.3600,1014.0000, 223.3600,0,1
   352,04/01/23 02:07:01,41, 296.9100,  67.3600,1014.1000, 223.2800,0,1
   353,04/01/23 02:07:36,51,  0.00, 19.80,306.784, 94.779, 98.202, 97.919, 94.201, 94.003, 92.203, 86.254, 82.188, 75.199, 69.327, 63.594, 59.541, 56.696, 54.566, 53.749, 58.212, 61.004, 59.381, 57.563, 55.693, 51.781,211.255,234.338,256.294,275.217,287.273,291.650,293.838,294.881,295.622,296.011,295.693,296.021,296.261,296.414,1
   354,04/01/23 02:07:54,51,  0.00, 90.00,306.786, 40.430, 42.964, 42.441, 40.452, 39.593, 40.402, 36.927, 34.628, 31.268, 27.375, 26.592, 23.432, 21.483, 20.007, 21.461, 28.241, 32.943, 31.093, 28.836, 27.438, 22.772,105.955,129.900,156.943,189.557,226.922,259.178,281.410,288.814,292.605,293.368,294.260,294.654,294.756,294.673,1
   355,04/01/23 02:08:11,51,  0.00,160.20,306.786,100.235,103.658,103.577, 99.803, 99.716, 97.394, 90.452, 86.664, 79.493, 73.096, 67.162, 62.411, 60.524, 57.199, 56.718, 61.439,137.692, 61.803, 60.068, 57.581, 54.326,214.014,236.969,258.170,276.378,287.969,291.512,293.820,294.429,295.255,296.219,295.277,296.023,296.169,295.651,1
   356,04/01/23 02:08:35,51, 45.00, 19.80,306.788, 94.833, 98.305, 97.392, 94.478, 94.421, 91.541, 85.474, 81.678, 75.050, 69.204, 63.413, 59.554, 56.164, 54.152, 54.070, 57.983, 61.691, 59.229, 57.094, 55.158, 52.390,209.910,233.254,255.201,274.708,286.616,291.657,294.253,294.912,295.576,295.785,295.700,296.039,296.328,295.949,1
   357,04/01/23 02:08:53,51, 45.00,160.20,306.791, 98.959,101.498,102.159, 98.262, 98.475, 95.552, 89.072, 85.775, 78.250, 71.648, 66.007, 62.195, 59.373, 56.201, 56.118, 59.695,107.788, 61.318, 59.485, 56.739, 53.961,214.641,237.212,258.300,276.903,287.943,291.888,294.706,294.836,295.509,295.492,295.778,296.028,295.602,295.574,1
   358,04/01/23 02:08:54,41, 296.9100,  67.3600,1014.1000, 223.0700,0,1
   359,04/01/23 02:09:16,51, 90.00, 19.80,306.792, 94.174, 97.210, 97.420, 93.608, 93.157, 90.872, 84.734, 81.480, 74.029, 68.470, 62.399, 58.529, 55.159, 53.158, 53.203, 57.074, 61.324, 58.340, 55.916, 54.007, 51.467,209.273,232.568,255.104,274.124,286.967,291.579,293.822,294.508,295.190,295.551,295.314,296.014,295.548,295.468,1
   360,04/01/23 02:09:34,51, 90.00,160.20,306.788, 99.238,102.088,102.538, 98.447, 98.305, 95.731, 89.070, 88.569, 78.809, 72.329, 66.682, 62.266, 59.609, 57.183, 56.422, 60.470, 67.099, 61.245, 59.235, 56.736, 54.497,215.122,237.254,258.899,277.264,287.469,291.631,294.116,294.415,295.491,294.902,295.607,295.997,296.141,295.782,1
   361,04/01/23 02:09:35,41, 296.8700,  67.4200,1014.1000, 223.2200,0,1
   362,04/01/23 02:09:57,51,135.00, 19.80,306.788, 96.747, 99.539, 99.541, 95.698, 95.472, 92.824, 87.022, 84.498, 76.591, 70.420, 64.455, 60.546, 57.237, 54.798, 54.396, 58.470, 90.695, 60.038, 58.012, 56.112, 52.885,209.808,232.726,254.879,273.960,286.680,291.011,293.463,293.926,295.240,295.347,295.265,295.565,295.545,295.782,1
   363,04/01/23 02:10:15,51,135.00,160.20,306.788, 96.728,100.247, 99.758, 96.477, 96.146, 93.768, 87.299, 82.769, 76.506, 70.187, 64.985, 60.388, 57.736, 55.010, 55.022, 59.162, 62.783, 60.557, 58.413, 56.398, 52.927,214.238,237.291,258.957,276.818,287.703,291.912,294.015,294.129,295.399,295.774,295.233,296.188,295.880,295.875,1
   364,04/01/23 02:10:16,41, 296.9200,  67.3100,1014.1000, 223.8200,0,1
   365,04/01/23 02:11:33,41, 296.9200,  67.2000,1014.1000, 223.3300,0,1
   366,04/01/23 02:12:08,51,  0.00, 19.80,306.766, 95.137, 97.895, 98.387, 94.386, 93.995, 91.950, 85.189, 82.191, 74.942, 68.683, 63.137, 59.695, 57.959, 54.334, 53.876, 58.117, 61.198, 58.439, 57.228, 55.589, 52.258,211.264,234.371,255.540,274.709,287.604,291.807,294.397,295.242,294.997,295.857,296.632,295.750,297.239,296.494,1
   367,04/01/23 02:12:26,51,  0.00, 90.00,306.762, 41.163, 42.558, 43.235, 40.978, 40.562, 41.605, 37.044, 35.215, 31.042, 27.128, 25.711, 24.326, 22.824, 21.182, 21.666, 27.792, 32.751, 30.846, 28.773, 27.811, 22.539,105.447,130.291,155.962,188.857,227.238,260.195,281.547,289.847,292.225,293.957,294.389,294.827,295.530,294.985,1
   368,04/01/23 02:12:43,51,  0.00,160.20,306.756,101.720,105.020,104.703,101.082,100.984, 98.194, 91.299, 88.473, 80.928, 74.258, 68.289, 64.590, 61.849, 57.763, 58.095, 62.861,142.280, 63.267, 60.278, 59.343, 55.243,214.908,237.045,257.914,275.718,287.945,292.298,293.731,294.868,295.275,296.052,296.202,296.002,296.563,295.993,1
   369,04/01/23 02:13:07,51, 45.00, 19.80,306.752, 95.393, 98.579, 99.040, 95.170, 94.666, 92.718, 86.002, 82.953, 75.769, 69.277, 63.891, 60.899, 58.237, 54.473, 54.007, 58.162, 61.374, 58.718, 57.497, 55.411, 52.322,210.293,233.295,255.368,274.010,287.271,292.045,294.560,295.094,295.286,296.013,296.362,296.361,296.939,296.669,1
   370,04/01/23 02:13:26,51, 45.00,160.20,306.746,101.372,104.171,104.354,100.834,100.760, 97.574, 91.556, 88.376, 80.325, 74.329, 68.071, 64.705, 62.415, 58.665, 57.506, 62.531,107.381, 62.447, 60.334, 59.085, 55.612,215.056,237.033,258.457,276.070,288.243,292.268,294.006,294.759,295.174,296.027,296.485,296.858,297.099,295.955,1
   371,04/01/23 02:13:26,41, 296.9200,  67.2300,1014.1000, 222.9800,0,1
   372,04/01/23 02:13:49,51, 90.00, 19.80,306.741, 95.508, 98.290, 98.565, 94.386, 94.474, 91.939, 85.058, 82.316, 74.654, 68.325, 62.757, 59.436, 57.605, 53.707, 53.424, 58.166, 62.095, 59.121, 56.728, 55.586, 51.889,209.739,232.947,255.000,274.168,287.448,291.841,294.408,294.991,295.316,296.327,296.963,295.967,296.288,296.416,1
   373,04/01/23 02:14:07,51, 90.00,160.20,306.737,100.656,103.113,104.043,100.862,100.714, 97.856, 91.053, 90.099, 80.732, 74.079, 68.250, 64.385, 61.750, 57.702, 57.384, 61.739, 68.267, 62.807, 59.973, 58.212, 55.171,215.388,238.511,258.730,276.502,288.526,292.508,294.159,295.463,295.479,295.950,295.933,296.204,296.746,296.594,1
   374,04/01/23 02:14:08,41, 296.8700,  67.3100,1014.1000, 222.9600,0,1
   375,04/01/23 02:14:30,51,135.00, 19.80,306.731, 96.676, 99.553, 99.613, 95.517, 95.259, 92.998, 86.514, 84.885, 75.713, 69.819, 63.855, 61.327, 58.590, 55.179, 54.456, 58.544, 89.736, 59.595, 58.024, 56.479, 52.754,209.927,233.284,254.778,273.514,287.516,291.681,294.190,294.804,295.309,295.540,295.898,295.739,296.405,296.178,1
   376,04/01/23 02:14:48,51,135.00,160.20,306.726,100.418,102.448,103.799, 99.476, 99.310, 97.204, 90.450, 86.759, 79.612, 72.769, 67.461, 63.421, 61.804, 57.670, 57.143, 61.690, 64.987, 62.103, 60.070, 58.487, 54.433,215.471,238.042,259.359,276.800,288.270,292.264,294.492,295.715,295.430,295.976,296.407,296.186,296.531,296.394,1
   377,04/01/23 02:14:49,41, 296.8700,  67.3600,1014.2000, 222.4700,0,1
   378,04/01/23 02:16:07,41, 296.9000,  67.2000,1014.1000, 222.3400,0,1
   379,04/01/23 02:16:42,51,  0.00, 19.80,306.727, 94.849, 97.399, 97.543, 94.168, 94.475, 92.327, 85.600, 82.121, 75.002, 68.651, 63.554, 59.992, 57.690, 54.247, 52.927, 58.365, 61.023, 58.785, 57.591, 55.186, 52.224,210.662,234.172,255.884,274.972,287.693,292.616,295.126,295.560,295.459,295.950,297.130,296.616,296.333,296.245,1
   380,04/01/23 02:17:00,51,  0.00, 90.00,306.724, 39.352, 41.109, 40.777, 39.748, 39.709, 40.524, 35.772, 34.481, 30.750, 26.939, 25.670, 23.535, 22.364, 20.622, 20.823, 27.353, 32.876, 29.765, 28.625, 26.948, 22.131,104.608,129.668,155.824,188.695,226.694,260.027,281.942,290.541,292.752,294.206,294.661,295.173,295.053,295.162,1
   381,04/01/23 02:17:17,51,  0.00,160.20,306.716,101.997,104.751,105.070,101.510,101.246, 98.837, 92.709, 88.445, 81.492, 74.158, 68.814, 64.638, 62.554, 58.630, 57.331, 62.292,146.498, 62.873, 60.680, 58.542, 56.132,214.612,236.791,257.988,276.049,287.494,292.032,294.688,295.651,295.503,295.301,296.537,296.123,296.074,296.267,1
   382,04/01/23 02:17:40,51, 45.00, 19.80,306.712, 94.976, 98.063, 97.963, 94.962, 94.302, 91.888, 86.190, 82.078, 75.849, 68.778, 63.607, 60.271, 57.349, 54.692, 53.398, 58.293, 62.407, 59.419, 57.391, 55.387, 52.392,210.486,233.422,255.566,274.825,287.164,293.061,294.853,296.056,296.463,296.047,297.137,296.003,295.688,296.290,1
   383,04/01/23 02:17:58,51, 45.00,160.20,306.708,101.482,104.445,104.353,100.834,100.956, 98.212, 91.547, 88.449, 80.736, 73.995, 67.987, 63.841, 61.530, 58.632, 57.043, 62.418,112.262, 61.810, 60.308, 58.205, 55.347,215.118,237.210,258.634,276.476,287.833,292.629,294.663,295.569,295.566,296.063,296.909,296.385,296.824,296.656,1
   384,04/01/23 02:17:59,41, 296.9300,  66.9800,1014.0000, 222.2300,0,1
   385,04/01/23 02:18:22,51, 90.00, 19.80,306.709, 95.577, 99.349, 98.172, 95.203, 94.673, 92.166, 86.526, 82.635, 75.981, 69.279, 63.940, 60.262, 57.868, 54.774, 53.734, 58.951, 61.470, 59.348, 57.504, 55.466, 52.358,209.516,232.419,254.550,274.300,287.026,292.717,294.567,295.216,296.229,295.897,296.859,296.183,295.157,296.061,1
   386,04/01/23 02:18:40,51, 90.00,160.20,306.706,101.939,104.972,105.162,101.274,101.624, 99.142, 91.938, 90.602, 81.466, 74.447, 68.826, 64.324, 62.645, 58.590, 57.718, 63.188, 71.706, 62.963, 60.988, 58.671, 55.871,215.953,237.947,259.252,277.165,288.181,292.742,294.341,295.650,296.115,296.217,297.721,296.788,296.284,296.516,1
   387,04/01/23 02:18:41,41, 296.8700,  67.1400,1014.0000, 221.3100,0,1
   388,04/01/23 02:19:03,51,135.00, 19.80,306.704, 95.351, 98.649, 98.305, 95.049, 95.117, 92.352, 86.229, 83.639, 76.129, 69.136, 64.035, 60.287, 57.726, 54.406, 53.102, 59.169, 92.226, 59.621, 57.108, 55.095, 52.281,209.683,232.332,254.522,274.126,286.804,292.493,294.166,295.539,295.505,295.410,296.780,296.139,295.933,296.118,1
   389,04/01/23 02:19:21,51,135.00,160.20,306.700,100.237,103.449,103.029, 99.921, 99.711, 97.264, 90.524,131.846, 80.198, 73.242, 68.316, 62.548, 61.417, 58.044, 57.045, 61.363, 64.353, 62.703, 60.128, 58.614, 55.823,215.655,237.724,259.110,277.106,288.113,292.660,294.354,295.957,295.655,296.231,296.466,296.437,296.100,296.454,1
   390,04/01/23 02:19:22,41, 296.9000,  66.9800,1014.0000, 221.5100,0,1
   391,04/01/23 02:20:39,41, 296.9500,  66.8200,1014.0000, 221.2000,0,1
   392,04/01/23 02:21:14,51,  0.00, 19.80,306.673, 96.242, 98.172, 98.488, 94.689, 94.090, 92.393, 85.527, 81.958, 76.358, 69.736, 64.018, 60.403, 57.822, 54.680, 54.164, 59.709, 62.018, 59.155, 57.233, 55.740, 52.099,211.286,234.041,255.675,275.234,287.452,292.378,294.268,295.668,295.690,295.837,296.515,295.971,296.385,296.670,1
   393,04/01/23 02:21:32,51,  0.00, 90.00,306.671, 39.823, 40.383, 40.511, 38.505, 38.483, 38.761, 35.668, 33.134, 30.182, 26.695, 24.837, 23.385, 21.410, 19.746, 20.422, 27.124, 32.420, 30.025, 27.775, 26.319, 21.709,105.052,128.967,155.521,188.584,226.946,260.062,281.640,289.912,292.367,293.852,295.141,294.859,295.007,295.583,1
   394,04/01/23 02:21:50,51,  0.00,160.20,306.664,101.486,104.051,104.066,100.445,100.012, 97.066, 91.238, 86.934, 80.649, 73.997, 67.325, 63.299, 61.307, 57.980, 57.170, 61.882,145.626, 62.033, 60.221, 58.805, 54.905,214.588,236.792,258.417,276.136,288.567,292.639,294.515,295.794,296.000,296.052,296.363,297.253,296.971,296.798,1
   395,04/01/23 02:22:13,51, 45.00, 19.80,306.664, 97.849,101.094,100.728, 96.235, 96.178, 93.778, 88.133, 84.557, 76.883, 71.300, 64.865, 61.246, 58.453, 55.434, 55.169, 60.456, 62.151, 59.947, 58.675, 56.758, 53.471,211.538,233.889,255.390,275.061,287.296,292.519,294.473,295.235,295.373,295.462,296.686,296.527,296.412,295.995,1
   396,04/01/23 02:22:31,51, 45.00,160.20,306.658,101.651,103.389,104.047,100.266, 99.774, 97.166, 91.248, 88.397, 80.506, 73.812, 67.823, 63.190, 61.195, 58.056, 56.906, 62.143,106.382, 62.056, 60.225, 58.055, 54.496,215.403,237.393,258.332,276.348,287.702,292.700,294.283,295.043,295.103,295.279,296.399,295.903,296.733,296.587,1
   397,04/01/23 02:22:32,41, 296.8800,  67.1200,1013.9000, 221.8400,0,1
   398,04/01/23 02:22:54,51, 90.00, 19.80,306.654, 97.387,100.286,100.072, 95.294, 96.294, 93.334, 86.904, 83.798, 77.010, 70.851, 64.342, 60.671, 58.604, 55.443, 54.489, 59.143, 62.224, 59.232, 57.638, 56.692, 52.944,209.630,232.800,254.584,274.184,287.302,292.448,293.949,295.333,294.263,295.795,296.710,296.468,296.621,296.167,1
   399,04/01/23 02:23:12,51, 90.00,160.20,306.652,102.061,104.340,104.472,100.564,100.706, 97.867, 91.041, 89.285, 80.871, 73.927, 68.224, 62.493, 61.348, 58.263, 56.987, 61.506, 68.846, 62.136, 59.805, 57.786, 54.842,215.599,237.433,258.977,276.680,288.345,293.119,294.266,295.449,295.443,295.771,296.605,296.400,296.290,296.626,1
   400,04/01/23 02:23:13,41, 296.9200,  66.8700,1013.9000, 222.2600,0,1
   401,04/01/23 02:23:35,51,135.00, 19.80,306.647, 95.508, 98.125, 97.864, 93.605, 93.361, 91.481, 84.968, 82.854, 75.315, 68.773, 62.930, 59.252, 56.838, 53.931, 53.499, 58.466, 90.924, 58.931, 57.046, 55.447, 51.706,209.495,232.500,254.697,274.500,287.101,292.307,294.225,295.486,295.339,295.690,296.651,296.639,296.359,296.535,1
   402,04/01/23 02:23:54,51,135.00,160.20,306.643, 99.634,102.117,101.957, 98.057, 97.902, 95.621, 89.461, 85.354, 78.946, 72.479, 66.972, 61.332, 59.682, 57.418, 56.267, 61.350, 63.656, 61.449, 59.642, 57.237, 53.431,215.854,237.553,258.935,277.265,288.413,292.487,294.604,294.819,295.707,295.541,296.546,296.838,296.910,296.837,1
   403,04/01/23 02:23:55,41, 296.9800,  66.6600,1013.9000, 222.7000,0,1
   404,04/01/23 02:25:12,41, 296.9800,  66.6600,1013.9000, 221.9900,0,1
   405,04/01/23 02:25:47,51,  0.00, 19.80,306.620, 96.363, 99.339, 98.723, 95.826, 95.940, 92.815, 86.835, 86.430, 76.525, 69.615, 64.359, 60.883, 59.078, 55.506, 54.886, 59.396, 60.953, 60.205, 57.975, 56.241, 53.141,211.431,234.256,255.675,275.450,287.653,292.675,294.319,293.934,295.868,295.688,296.507,296.229,296.415,296.815,1
   406,04/01/23 02:26:05,51,  0.00, 90.00,306.616, 39.789, 41.299, 41.117, 39.821, 39.450, 39.676, 36.206, 34.580, 30.142, 27.318, 25.969, 23.641, 22.560, 20.469, 21.455, 28.033, 32.775, 30.555, 28.841, 26.754, 22.587,105.514,130.283,156.498,188.810,227.558,260.589,281.953,288.507,292.207,293.593,294.763,295.506,295.440,295.721,1
   407,04/01/23 02:26:23,51,  0.00,160.20,306.611,100.443,103.367,103.707, 99.743, 99.542, 96.714, 90.487, 87.082, 79.706, 72.950, 67.978, 63.441, 61.583, 57.361, 57.155, 61.700,129.792, 61.650, 59.874, 58.266, 55.261,214.772,236.760,258.460,276.157,287.993,292.213,293.919,293.339,295.258,295.703,296.345,296.512,295.827,296.335,1
   408,04/01/23 02:26:47,51, 45.00, 19.80,306.603, 96.646, 99.726, 99.503, 95.600, 95.742, 93.172, 87.119, 83.802, 76.991, 70.709, 65.269, 62.189, 59.131, 55.362, 54.761, 59.916, 61.365, 59.853, 58.040, 55.974, 52.977,210.939,233.438,255.945,274.487,287.159,292.299,294.049,294.262,295.499,295.784,296.499,296.958,296.586,297.298,1
   409,04/01/23 02:27:04,51, 45.00,160.20,306.601,100.498,103.475,104.269,100.126, 99.873, 96.869, 90.934, 87.613, 80.531, 73.318, 68.759, 64.075, 62.139, 57.913, 56.438, 62.707,107.623, 62.399, 60.380, 58.403, 55.318,215.091,237.214,258.688,276.430,288.236,292.577,294.657,294.005,294.624,295.594,295.802,297.073,296.227,296.823,1
   410,04/01/23 02:27:05,41, 296.9600,  66.7600,1013.9000, 221.7600,0,1
   411,04/01/23 02:27:27,51, 90.00, 19.80,306.596, 94.845, 97.983, 98.085, 93.755, 93.593, 90.933, 85.532, 82.257, 74.625, 68.803, 63.284, 59.401, 57.652, 53.951, 53.015, 58.742, 61.539, 59.075, 57.261, 55.236, 51.870,209.475,231.957,255.214,273.790,286.934,292.170,293.975,293.558,295.661,295.453,296.102,296.412,296.000,296.686,1
   412,04/01/23 02:27:45,51, 90.00,160.20,306.593,101.702,105.173,105.265,101.685,101.837, 99.246, 92.852, 91.440, 82.537, 75.022, 70.120, 65.596, 63.348, 59.235, 58.234, 63.396, 70.043, 63.248, 61.733, 58.629, 56.352,215.690,237.370,258.633,276.061,287.682,291.773,294.439,293.491,294.733,295.351,295.993,296.453,295.950,296.213,1
   413,04/01/23 02:27:46,41, 296.9700,  66.7400,1013.8000, 221.1800,0,1
   414,04/01/23 02:28:08,51,135.00, 19.80,306.592, 94.393, 97.842, 98.524, 93.633, 93.984, 91.385, 85.992, 83.409, 75.023, 68.908, 63.018, 60.619, 57.942, 54.079, 53.298, 58.141, 87.043, 58.764, 57.632, 54.687, 51.882,209.517,232.472,255.170,273.612,286.615,291.842,294.217,293.683,294.543,295.162,296.221,296.305,295.499,296.364,1
   415,04/01/23 02:28:26,51,135.00,160.20,306.587, 97.589,100.176,100.445, 97.131, 96.759, 94.494, 88.165, 84.038, 77.616, 70.663, 66.356, 61.768, 60.103, 56.620, 55.088, 60.654, 62.050, 61.159, 58.989, 57.682, 53.965,215.085,236.962,258.993,276.260,288.738,292.302,293.738,293.961,295.188,295.661,296.281,296.340,295.913,296.513,1
