Record,Date/Time,50,Az(deg),El(deg),TkBB(K),Ch  22.000,Ch  22.234,Ch  22.500,Ch  23.000,Ch  23.034,Ch  23.500,Ch  23.834,Ch  24.000,Ch  24.500,Ch  25.000,Ch  25.500,Ch  26.000,Ch  26.234,Ch  26.500,Ch  27.000,Ch  27.500,Ch  28.000,Ch  28.500,Ch  29.000,Ch  29.500,Ch  30.000
668,04/04/23 03:57:13,51,45.0,19.8,306.092,110.672,113.549,113.229,109.574,108.689,105.719,99.149,95.304,87.702,79.65,74.109,69.173,67.01,63.918,63.197,67.017,70.106,67.351,65.145,62.793,60.211
669,04/04/23 03:57:31,51,45.0,160.2,306.087,119.216,121.88,122.402,118.41,117.702,114.849,107.615,104.324,96.019,87.273,81.297,75.817,72.991,70.586,68.864,72.792,119.296,71.994,69.81,67.675,64.578
671,04/04/23 03:57:55,51,90.0,19.8,306.077,111.511,114.43,114.674,111.014,110.088,107.408,100.261,96.677,88.576,81.225,75.385,70.545,67.55,65.075,63.879,68.51,71.129,67.029,65.649,63.913,60.25
672,04/04/23 03:58:13,51,90.0,160.2,306.063,119.778,122.019,122.736,118.678,118.559,115.157,107.878,106.086,95.845,87.626,82.016,76.335,74.23,70.81,69.296,73.224,78.741,72.189,70.564,68.615,65.723
674,04/04/23 03:58:36,51,135.0,19.8,306.048,110.063,113.205,113.194,109.191,108.602,105.308,98.701,96.248,87.341,79.949,73.314,69.081,66.263,63.147,62.245,66.452,100.712,65.873,64.224,62.345,59.202
675,04/04/23 03:58:54,51,135.0,160.2,306.039,116.914,119.307,120.177,115.951,116.098,112.945,105.729,100.99,93.248,85.382,79.68,74.149,71.838,68.925,67.437,71.676,73.35,71.233,69.144,66.484,63.702
678,04/04/23 04:00:47,51,0.0,19.8,305.995,112.35,115.67,115.129,111.034,112.109,108.213,100.996,97.88,89.467,82.048,75.523,71.023,68.329,65.043,64.008,68.319,69.272,68.525,65.677,63.931,60.617
679,04/04/23 04:01:05,51,0.0,90.0,305.991,47.871,49.375,49.869,46.885,47.872,46.819,42.005,40.503,36.722,32.599,30.613,27.636,26.017,23.862,25.377,31.627,36.503,34.085,31.611,30.554,26.034
680,04/04/23 04:01:23,51,0.0,160.2,305.985,115.15,118.372,118.627,114.46,114.167,110.405,103.671,99.968,91.95,83.632,77.843,72.613,70.223,66.569,65.965,70.385,150.712,69.536,66.449,65.6,61.906
681,04/04/23 04:01:47,51,45.0,19.8,305.975,110.708,114.123,114.108,109.675,109.794,106.844,100.087,96.705,88.83,81.444,74.919,69.815,67.542,63.698,63.137,67.384,69.895,67.766,64.369,63.106,59.969
682,04/04/23 04:02:05,51,45.0,160.2,305.968,116.651,119.571,120.33,116.127,115.844,112.029,105.173,102.173,93.666,86.391,79.729,73.459,72.015,67.619,67.607,71.618,120.809,71.279,68.707,67.45,63.589
684,04/04/23 04:02:28,51,90.0,19.8,305.957,109.479,112.307,112.446,108.348,108.187,104.625,97.927,94.753,87.053,79.553,73.054,68.55,65.945,62.344,62.051,66.049,69.631,66.354,63.506,61.859,59.03
685,04/04/23 04:02:46,51,90.0,160.2,305.95,118.238,120.933,121.271,117.009,117.573,113.986,106.575,104.76,94.9,87.117,80.816,75.347,73.25,69.072,67.751,72.145,78.296,71.896,69.557,67.355,64.144
687,04/04/23 04:03:09,51,135.0,19.8,305.942,110.023,113.115,113.311,108.914,109.245,105.877,97.65,96.206,87.322,80.403,74.708,68.761,66.666,63.306,62.837,66.579,101.778,66.655,63.594,61.641,59.273
688,04/04/23 04:03:27,51,135.0,160.2,305.935,118.641,121.078,121.717,117.191,117.45,113.839,106.328,103.316,95.163,86.443,80.611,75.201,72.949,68.797,68.893,71.651,74.163,71.739,68.946,67.922,64.303
691,04/04/23 04:05:21,51,0.0,19.8,305.897,110.751,114.161,114.314,110.382,110.097,106.455,100.583,95.919,88.347,81.366,74.763,70.051,67.516,64.587,63.423,68.067,70.053,67.317,65.016,63.835,60.512
692,04/04/23 04:05:39,51,0.0,90.0,305.896,47.703,48.655,49.21,47.659,46.595,47.357,43.875,41.406,36.752,32.192,31.472,27.756,25.726,23.932,25.592,31.524,36.487,33.861,31.97,31.086,26.547
693,04/04/23 04:05:56,51,0.0,160.2,305.894,114.298,117.365,117.851,114.016,113.328,109.583,103.692,99.693,91.374,83.385,77.401,71.908,69.344,66.036,64.914,69.411,148.388,69.107,66.617,65.662,61.827
694,04/04/23 04:06:20,51,45.0,19.8,305.889,108.343,111.583,112.373,107.211,107.252,104.343,98.188,94.435,86.168,78.716,72.961,68.226,65.153,62.462,61.503,65.918,68.639,65.746,63.869,62.407,59.227
695,04/04/23 04:06:38,51,45.0,160.2,305.885,115.131,117.504,118.324,113.969,113.784,110.421,104.199,100.846,92.158,84.265,77.871,72.609,70.056,66.763,66.589,70.258,118.465,69.18,67.463,66.351,63.103
697,04/04/23 04:07:01,51,90.0,19.8,305.881,105.608,108.895,108.855,104.831,104.169,100.862,95.392,91.721,84.199,76.89,70.376,66.476,63.347,61.067,59.706,64.364,67.239,64.346,62.185,60.659,58.283
698,04/04/23 04:07:19,51,90.0,160.2,305.877,117.979,120.246,120.917,117.202,116.763,113.167,107.163,104.327,95.389,86.591,80.067,75.049,72.708,69.17,67.814,72.36,76.845,71.831,68.728,67.647,64.385
700,04/04/23 04:07:42,51,135.0,19.8,305.87,107.444,110.29,110.911,106.333,106.496,102.476,96.563,93.994,85.287,77.996,71.373,66.866,64.139,61.528,60.169,64.862,102.227,65.124,62.468,61.658,58.44
701,04/04/23 04:08:00,51,135.0,160.2,305.87,116.167,119.257,119.199,115.494,115.48,111.426,104.917,100.794,93.844,85.507,78.667,73.722,71.752,67.831,66.913,71.493,73.364,71.351,68.402,66.67,64.093
704,04/04/23 04:09:54,51,0.0,19.8,305.846,111.527,113.921,113.861,110.209,109.884,106.961,100.352,96.067,88.892,80.943,74.864,69.149,68.048,64.277,63.821,67.878,69.314,67.162,65.383,63.349,60.329
705,04/04/23 04:10:12,51,0.0,90.0,305.849,47.285,48.039,48.328,46.673,46.359,46.524,42.461,40.708,36.065,32.875,30.023,27.364,25.944,23.782,24.957,31.968,35.968,33.291,32.133,30.353,25.777
706,04/04/23 04:10:29,51,0.0,160.2,305.846,112.738,115.592,115.964,111.848,111.569,108.188,101.244,98.563,89.313,82.39,75.434,69.883,69.071,64.494,63.952,68.517,143.4,67.004,66.414,62.75,60.668
707,04/04/23 04:10:53,51,45.0,19.8,305.841,106.03,108.667,108.849,104.827,104.158,101.591,95.24,91.526,83.294,77.27,70.61,66.232,64.266,60.178,60.456,64.124,66.746,63.303,62.683,60.922,57.85
708,04/04/23 04:11:11,51,45.0,160.2,305.837,115.769,118.171,118.249,114.417,114.305,110.783,103.917,100.869,91.878,85.366,78.151,72.847,70.923,67.271,66.506,70.498,120.961,68.869,66.752,65.638,62.791
710,04/04/23 04:11:34,51,90.0,19.8,305.836,104.759,106.785,106.991,102.835,102.977,99.873,93.759,90.791,82.472,76.213,69.46,65.012,63.424,59.265,59.516,63.556,65.562,62.617,62.387,59.742,56.54
711,04/04/23 04:11:52,51,90.0,160.2,305.839,117.962,119.647,120.229,116.672,116.46,113.149,106.153,104.718,94.373,86.135,80.226,74.612,72.809,68.197,67.286,71.542,75.382,70.12,68.746,67.079,63.927
713,04/04/23 04:12:16,51,135.0,19.8,305.835,106.377,108.629,109.224,104.753,105.255,101.618,94.824,93.282,83.31,77.024,70.27,66.183,64.337,60.208,59.833,64.265,102.68,63.103,62.284,60.007,57.056
714,04/04/23 04:12:33,51,135.0,160.2,305.83,116.428,118.103,118.621,115.045,115.029,111.316,104.076,100.984,92.663,85.526,78.624,72.969,71.651,67.581,67.126,70.768,72.345,69.226,68.213,66.433,63.413
717,04/04/23 04:14:27,51,0.0,19.8,305.824,109.947,112.595,112.529,108.672,108.948,105.48,99.21,95.275,87.184,79.894,73.857,69.814,67.009,63.237,63.268,66.808,69.161,66.541,64.492,63.051,59.376
718,04/04/23 04:14:45,51,0.0,90.0,305.827,45.758,47.704,47.054,44.869,45.286,44.94,41.379,38.727,34.716,30.583,28.652,26.251,24.64,22.64,23.867,30.707,35.112,32.217,31.17,29.112,25.669
719,04/04/23 04:15:02,51,0.0,160.2,305.825,112.301,114.862,114.946,110.968,110.979,107.093,100.399,96.945,88.272,81.071,74.586,70.581,67.516,63.935,63.217,67.39,149.1,67.111,64.683,63.095,60.339
720,04/04/23 04:15:26,51,45.0,19.8,305.824,104.479,107.686,107.003,103.432,103.714,100.048,93.902,90.469,82.358,75.843,69.234,66.338,63.108,59.427,59.33,63.217,66.604,63.485,62.081,59.792,56.87
721,04/04/23 04:15:44,51,45.0,160.2,305.818,113.267,115.953,115.937,112.225,112.602,107.968,102.103,98.764,90.056,82.71,76.437,71.444,69.281,64.927,64.93,68.081,118.096,67.328,65.963,64.416,61.108
723,04/04/23 04:16:07,51,90.0,19.8,305.821,105.785,108.52,108.363,104.602,105.065,100.92,94.944,91.403,83.585,76.613,70.567,66.513,63.865,60.155,60.483,63.399,66.732,63.832,62.447,60.489,57.072
724,04/04/23 04:16:25,51,90.0,160.2,305.822,115.663,118.611,119.016,114.642,114.939,111.58,104.383,102.347,92.455,84.657,78.449,73.047,71.123,67.39,66.5,70.485,74.762,69.637,67.877,66.387,63.171
726,04/04/23 04:16:48,51,135.0,19.8,305.826,104.21,107.14,107.175,103.04,103.517,99.923,93.535,90.487,82.528,74.867,69.119,65.601,62.297,58.363,59.276,62.67,101.437,62.849,61.466,59.342,56.577
727,04/04/23 04:17:06,51,135.0,160.2,305.828,115.867,119.003,118.697,115.121,115.304,111.602,104.651,100.7,92.8,84.524,78.723,73.617,71.19,67.537,66.561,70.295,72.904,69.615,67.728,66.45,63.015
730,04/04/23 04:18:59,51,0.0,19.8,305.833,108.565,111.773,112.503,107.947,107.467,104.85,97.604,94.833,87.25,80.014,73.233,69.332,66.491,62.42,61.731,66.391,68.392,66.265,64.073,62.594,59.474
731,04/04/23 04:19:16,51,0.0,90.0,305.836,44.993,46.879,46.819,44.139,44.006,44.068,39.341,39.002,34.484,30.434,28.097,26.422,24.772,22.84,23.341,30.09,35.18,32.34,30.989,28.675,24.833
732,04/04/23 04:19:34,51,0.0,160.2,305.834,111.192,114.083,114.428,110.287,109.217,106.291,99.686,95.89,88.289,80.386,74.323,69.759,67.568,63.776,62.338,67.233,141.801,66.482,64.983,62.465,59.53
733,04/04/23 04:19:57,51,45.0,19.8,305.831,102.36,105.674,105.272,102.057,101.198,98.224,91.377,88.495,80.655,74.338,67.27,64.474,61.887,57.806,56.733,62.109,65.033,62.339,60.162,58.783,55.584
734,04/04/23 04:20:15,51,45.0,160.2,305.833,111.376,114.392,114.827,110.738,110.063,106.733,99.361,97.519,89.408,80.631,74.239,70.39,67.87,64.222,62.909,68.014,114.739,67.19,65.298,63.07,59.733
736,04/04/23 04:20:39,51,90.0,19.8,305.837,104.134,106.716,107.295,103.227,102.349,99.831,93.332,90.431,82.699,74.802,68.858,65.331,63.046,59.607,58.587,62.825,66.544,63.292,61.202,59.964,56.316
737,04/04/23 04:20:57,51,90.0,160.2,305.838,114.867,118.387,118.677,114.438,114.199,110.758,104.088,102.0,92.47,84.307,77.851,73.45,71.112,67.295,65.494,69.516,74.843,69.518,67.495,65.199,62.416
739,04/04/23 04:21:20,51,135.0,19.8,305.838,104.219,107.27,107.496,103.705,102.527,100.046,93.083,91.332,82.662,75.732,69.344,66.333,62.799,59.853,58.793,62.912,101.768,62.968,61.569,59.065,56.052
740,04/04/23 04:21:38,51,135.0,160.2,305.837,114.522,117.501,118.102,113.869,113.227,110.339,102.793,99.776,91.839,83.881,77.332,73.383,70.848,67.071,65.652,69.824,71.935,69.33,67.565,65.673,62.385
743,04/04/23 04:23:31,51,0.0,19.8,305.82,103.626,106.147,106.077,102.313,101.954,98.761,92.19,88.848,81.332,74.191,68.721,64.739,62.094,59.015,57.891,62.724,64.803,63.243,60.599,58.996,55.594
744,04/04/23 04:23:49,51,0.0,90.0,305.821,44.605,45.772,45.617,43.986,43.485,43.666,39.218,37.814,33.879,29.968,28.234,26.15,24.511,22.871,23.61,29.622,34.747,31.575,30.568,29.699,23.95
745,04/04/23 04:24:06,51,0.0,160.2,305.817,110.993,113.805,114.926,110.363,109.901,106.409,99.6,96.505,88.44,80.329,74.914,70.047,67.342,64.109,62.575,67.076,143.34,66.86,64.171,63.376,59.778
746,04/04/23 04:24:29,51,45.0,19.8,305.815,100.266,102.803,103.541,99.801,98.705,95.84,89.163,86.352,79.329,72.026,66.432,61.87,60.31,56.658,56.689,61.432,63.669,60.558,59.298,57.687,54.316
747,04/04/23 04:24:47,51,45.0,160.2,305.819,111.392,114.516,114.453,111.22,110.418,106.5,100.119,97.327,88.948,80.994,76.06,70.456,68.628,64.865,63.973,67.38,117.449,66.467,64.824,63.368,60.766
749,04/04/23 04:25:11,51,90.0,19.8,305.82,101.638,103.673,104.577,100.185,99.623,96.474,90.217,87.105,79.395,72.919,67.28,63.198,61.186,57.337,56.508,61.329,64.822,61.438,59.716,57.974,55.073
750,04/04/23 04:25:29,51,90.0,160.2,305.816,113.724,116.305,116.803,113.615,112.867,109.552,102.745,101.085,91.418,83.56,77.109,72.138,69.813,66.555,64.82,69.529,75.726,68.82,66.89,64.775,62.089
752,04/04/23 04:25:52,51,135.0,19.8,305.812,103.348,106.058,105.967,102.852,101.981,98.788,92.59,89.619,81.408,74.061,69.312,64.352,61.99,59.317,57.954,62.718,95.141,62.611,59.962,59.635,55.72
753,04/04/23 04:26:10,51,135.0,160.2,305.807,114.283,116.731,117.325,113.692,112.839,109.844,102.724,99.031,92.001,83.345,77.986,72.893,71.168,67.017,66.308,70.578,72.467,69.397,67.141,65.386,62.768
756,04/04/23 04:28:03,51,0.0,19.8,305.8,100.884,103.81,104.105,100.272,99.525,96.153,90.852,86.815,78.486,72.614,66.081,63.121,60.534,57.289,57.078,61.623,64.37,62.174,60.078,58.407,54.522
757,04/04/23 04:28:21,51,0.0,90.0,305.803,43.692,44.293,45.286,42.89,42.561,42.93,38.798,37.148,32.986,29.199,27.267,24.882,24.036,22.567,22.931,29.687,34.401,32.515,30.612,29.263,24.262
758,04/04/23 04:28:38,51,0.0,160.2,305.806,110.328,112.591,112.789,109.145,108.852,105.087,98.252,94.947,87.317,79.584,72.887,68.779,66.994,62.779,62.368,66.846,144.395,66.338,64.797,63.389,59.718
759,04/04/23 04:29:02,51,45.0,19.8,305.81,96.988,100.483,100.052,95.901,95.709,92.781,86.468,83.055,75.332,68.78,63.506,59.735,57.345,54.194,53.884,58.902,61.491,59.239,57.667,55.681,52.726
760,04/04/23 04:29:20,51,45.0,160.2,305.812,111.936,114.503,114.857,111.21,110.858,107.21,100.172,96.669,88.959,81.423,75.431,70.323,68.141,64.932,63.518,68.088,118.836,68.35,66.181,63.758,61.007
762,04/04/23 04:29:43,51,90.0,19.8,305.812,102.346,105.228,104.556,100.832,100.139,97.717,91.457,87.505,79.683,73.124,66.721,63.744,60.95,57.723,56.885,61.898,64.923,62.141,60.23,59.06,55.638
763,04/04/23 04:30:01,51,90.0,160.2,305.809,112.29,115.61,115.506,111.944,111.65,108.511,101.918,99.235,89.397,81.584,76.292,71.175,68.977,64.976,64.229,68.797,73.878,68.153,67.131,64.41,61.071
765,04/04/23 04:30:24,51,135.0,19.8,305.809,101.907,104.577,104.729,101.348,100.638,96.734,91.33,88.014,79.312,73.688,66.673,62.947,61.168,57.517,57.14,61.482,99.284,61.856,60.273,58.076,55.203
766,04/04/23 04:30:42,51,135.0,160.2,305.806,108.175,110.493,110.903,107.228,107.21,104.383,97.178,92.473,85.109,77.917,71.751,67.533,65.472,61.69,60.92,65.992,67.558,65.034,64.22,62.38,59.258
769,04/04/23 04:32:35,51,0.0,19.8,305.794,97.912,100.901,100.87,96.592,96.827,93.504,86.977,83.706,76.388,69.966,63.729,60.767,57.89,55.924,54.494,59.905,61.393,60.394,58.132,56.515,52.916
770,04/04/23 04:32:53,51,0.0,90.0,305.796,42.641,44.534,44.386,41.857,41.409,42.67,37.859,36.313,32.218,28.777,26.095,24.764,22.713,21.249,22.905,29.457,33.136,31.544,28.903,28.074,23.408
771,04/04/23 04:33:11,51,0.0,160.2,305.798,106.966,109.805,110.985,105.927,105.338,102.119,95.87,91.214,84.593,77.415,71.105,66.868,64.861,61.346,60.287,65.363,138.193,64.693,63.336,61.218,57.989
772,04/04/23 04:33:35,51,45.0,19.8,305.797,97.681,100.37,100.85,96.042,96.052,92.852,87.135,82.965,76.397,69.959,63.782,60.493,57.921,55.091,54.228,59.709,62.144,59.262,58.074,55.571,52.907
773,04/04/23 04:33:53,51,45.0,160.2,305.798,110.285,112.899,113.231,108.941,108.604,105.052,99.047,95.404,87.43,80.099,73.79,68.817,67.177,63.198,62.524,67.914,117.056,66.912,64.515,62.054,60.169
775,04/04/23 04:34:16,51,90.0,19.8,305.796,101.396,103.899,104.655,100.0,99.58,97.0,90.46,86.746,79.327,72.57,66.476,62.717,60.156,57.617,56.334,61.606,64.694,60.904,59.537,57.903,54.649
776,04/04/23 04:34:34,51,90.0,160.2,305.789,108.551,111.533,111.665,107.599,107.199,103.57,97.429,94.8,86.313,78.213,72.399,68.268,65.903,62.789,61.693,66.251,71.033,66.066,63.923,61.643,59.692
778,04/04/23 04:34:56,51,135.0,19.8,305.783,100.143,102.777,103.01,99.16,98.264,95.236,88.931,86.457,78.345,71.251,65.795,62.207,59.498,56.826,55.714,60.985,92.862,60.444,59.277,56.788,54.235
779,04/04/23 04:35:14,51,135.0,160.2,305.779,102.947,106.295,106.54,102.476,101.988,98.587,91.916,87.627,81.191,74.562,68.554,64.648,62.372,58.794,58.26,63.205,64.146,62.315,60.821,59.347,56.128
782,04/04/23 04:37:09,51,0.0,19.8,305.739,97.536,100.808,100.635,96.335,96.344,93.981,86.359,82.692,76.622,69.434,64.111,60.841,57.929,55.0,54.696,58.722,62.247,59.491,57.856,55.976,52.668
783,04/04/23 04:37:26,51,0.0,90.0,305.74,42.139,44.128,44.079,41.584,42.362,42.863,37.268,35.205,32.303,27.924,27.011,24.5,22.448,21.445,22.683,28.706,34.168,31.087,29.655,28.832,23.27
784,04/04/23 04:37:43,51,0.0,160.2,305.735,105.314,108.299,107.996,103.591,103.67,101.133,93.884,90.137,83.037,75.196,69.749,65.451,62.985,60.18,60.169,64.214,136.362,63.881,61.49,59.887,55.861
785,04/04/23 04:38:07,51,45.0,19.8,305.736,99.592,102.032,102.224,97.429,98.308,95.071,87.434,84.539,77.647,71.147,65.477,61.329,58.537,55.861,55.92,60.884,63.538,60.647,58.475,56.779,53.334
786,04/04/23 04:38:25,51,45.0,160.2,305.734,109.228,112.684,111.974,108.227,108.815,105.468,97.901,93.926,87.28,79.492,73.534,68.778,66.381,62.901,62.788,66.443,116.85,66.167,65.082,62.662,59.443
788,04/04/23 04:38:48,51,90.0,19.8,305.735,100.036,103.249,102.936,98.403,99.286,96.158,88.854,85.213,78.472,71.004,65.212,61.737,59.365,57.196,56.547,60.697,64.95,61.034,59.111,57.607,53.923
789,04/04/23 04:39:06,51,90.0,160.2,305.733,106.936,109.852,110.329,105.935,106.122,103.768,95.68,92.833,84.712,77.333,71.648,67.177,64.317,61.589,60.904,64.84,70.989,64.641,63.163,60.927,57.706
791,04/04/23 04:39:29,51,135.0,19.8,305.734,100.109,103.603,103.339,98.823,98.816,96.631,89.474,86.607,78.84,71.519,66.295,62.655,59.413,57.267,56.809,60.041,95.679,60.991,59.131,57.387,54.192
792,04/04/23 04:39:47,51,135.0,160.2,305.73,103.225,106.544,106.151,102.213,102.271,98.551,91.912,87.647,81.523,74.073,68.181,63.979,61.842,58.34,58.445,62.923,65.654,63.204,60.835,59.307,56.061
795,04/04/23 04:41:40,51,0.0,19.8,305.712,98.439,102.039,101.394,98.356,97.737,94.777,88.73,84.611,77.36,70.703,64.87,60.853,59.532,55.325,55.12,59.606,61.876,60.104,58.911,56.615,53.946
796,04/04/23 04:41:58,51,0.0,90.0,305.713,41.181,43.217,43.237,41.04,40.969,41.321,36.658,35.407,31.897,27.363,25.431,23.467,22.993,20.531,22.472,28.592,32.974,30.361,29.24,28.105,23.896
797,04/04/23 04:42:15,51,0.0,160.2,305.713,104.728,107.978,108.449,104.139,103.852,101.185,94.388,90.676,83.425,75.57,69.689,64.882,62.967,59.798,59.553,63.727,137.907,63.16,62.148,59.618,57.514
798,04/04/23 04:42:39,51,45.0,19.8,305.712,98.999,102.387,102.826,98.141,97.933,95.57,89.071,85.086,78.035,71.092,65.456,61.396,59.228,55.847,55.233,60.328,62.032,59.989,59.081,56.806,54.086
799,04/04/23 04:42:57,51,45.0,160.2,305.708,106.832,110.175,110.202,106.269,105.439,103.137,95.537,92.407,84.804,77.543,71.05,67.405,64.752,60.73,60.666,65.187,113.919,64.44,62.168,61.155,58.537
801,04/04/23 04:43:21,51,90.0,19.8,305.702,98.62,102.141,102.76,98.146,98.48,95.065,88.0,85.336,77.861,70.825,65.28,61.449,59.375,55.473,55.959,60.488,63.657,59.978,58.973,56.911,54.678
802,04/04/23 04:43:38,51,90.0,160.2,305.7,104.996,107.754,108.648,104.665,104.547,101.155,94.522,92.572,84.052,75.598,70.223,65.26,64.023,60.673,59.755,64.499,68.738,64.153,62.341,60.696,57.74
804,04/04/23 04:44:01,51,135.0,19.8,305.689,99.125,101.15,102.406,97.653,97.451,94.886,88.499,85.39,77.594,70.904,65.248,61.134,59.34,55.941,55.542,60.42,94.767,59.604,58.857,57.406,54.17
805,04/04/23 04:44:19,51,135.0,160.2,305.682,103.481,106.565,106.628,101.895,102.046,98.863,92.661,88.067,81.888,74.122,68.379,64.494,62.607,59.123,57.878,62.977,65.097,62.701,60.94,59.669,57.039
808,04/04/23 04:46:13,51,0.0,19.8,305.649,99.212,102.259,103.107,98.903,98.505,94.938,88.795,85.185,77.892,71.292,65.078,61.595,59.978,55.919,55.67,60.207,62.798,60.888,58.593,57.203,53.991
809,04/04/23 04:46:31,51,0.0,90.0,305.649,41.879,42.993,43.909,41.338,41.72,41.373,37.054,35.646,31.397,27.803,25.636,23.578,23.14,20.957,22.075,28.659,33.429,31.191,29.404,28.285,23.728
810,04/04/23 04:46:48,51,0.0,160.2,305.645,104.667,106.835,107.027,103.396,103.111,100.505,93.594,89.796,81.861,74.908,69.027,64.56,62.49,58.689,58.048,63.08,142.199,63.529,60.905,59.958,55.906
811,04/04/23 04:47:12,51,45.0,19.8,305.643,99.357,101.518,101.603,98.175,97.872,95.491,88.488,84.308,77.899,70.437,65.122,60.942,58.923,55.948,55.061,59.656,63.411,60.171,58.663,57.578,53.488
812,04/04/23 04:47:29,51,45.0,160.2,305.638,106.085,108.343,109.231,105.711,105.422,102.039,94.776,91.579,84.055,76.146,70.255,66.322,65.11,61.126,60.05,64.402,117.066,64.283,62.593,60.64,57.584
814,04/04/23 04:47:52,51,90.0,19.8,305.632,100.914,103.929,103.616,99.853,100.079,96.575,90.013,86.337,79.696,72.608,66.041,62.45,60.484,57.295,56.369,61.632,64.475,61.177,59.017,58.606,54.737
815,04/04/23 04:48:10,51,90.0,160.2,305.626,106.094,108.008,108.963,104.591,104.8,101.723,94.864,92.381,83.843,76.683,70.786,66.316,63.873,60.256,59.79,63.557,71.227,64.17,62.235,60.92,57.455
817,04/04/23 04:48:33,51,135.0,19.8,305.615,100.451,103.26,103.938,99.848,99.534,96.625,89.48,86.611,78.983,72.165,66.137,61.959,60.475,56.62,56.31,60.682,94.242,61.602,59.697,58.151,55.023
818,04/04/23 04:48:51,51,135.0,160.2,305.606,103.497,106.559,106.765,103.014,102.556,99.3,92.947,88.366,81.848,74.785,69.393,64.248,63.481,59.094,58.412,63.33,65.491,63.143,61.352,59.802,56.542
821,04/04/23 04:50:44,51,0.0,19.8,305.572,99.452,102.454,103.245,98.652,98.593,95.814,89.754,85.352,78.757,72.072,66.027,62.583,60.467,57.098,56.199,60.666,62.914,60.854,58.574,57.804,54.736
822,04/04/23 04:51:02,51,0.0,90.0,305.571,42.087,43.344,43.757,41.318,41.533,41.838,37.989,36.259,31.967,28.295,27.057,24.752,23.156,21.238,22.248,28.573,33.589,30.979,28.871,28.411,23.454
823,04/04/23 04:51:19,51,0.0,160.2,305.567,104.677,107.59,107.405,103.707,103.401,101.122,93.981,89.994,82.492,75.743,69.805,65.988,63.198,59.058,58.996,63.118,141.82,63.351,61.236,60.018,56.401
824,04/04/23 04:51:43,51,45.0,19.8,305.559,98.438,101.553,101.386,96.88,96.686,94.83,87.644,83.871,76.98,70.088,65.125,62.013,59.525,55.814,55.174,59.278,62.148,59.973,57.825,56.824,53.559
825,04/04/23 04:52:01,51,45.0,160.2,305.554,104.013,107.118,107.767,102.912,103.617,99.852,93.275,89.928,82.543,74.972,69.255,65.358,63.364,59.199,58.557,63.364,112.526,63.07,61.485,59.484,56.764
827,04/04/23 04:52:24,51,90.0,19.8,305.55,99.452,102.828,102.868,98.726,98.664,95.619,89.581,85.963,78.546,71.624,65.826,62.061,59.895,56.363,56.436,61.017,64.889,61.617,59.205,57.856,54.688
828,04/04/23 04:52:42,51,90.0,160.2,305.543,104.088,107.114,107.459,103.526,103.326,101.023,93.354,91.026,82.43,75.512,69.311,66.183,63.199,60.336,59.098,63.48,68.634,63.956,61.307,59.567,56.911
830,04/04/23 04:53:05,51,135.0,19.8,305.536,99.02,102.415,101.99,98.359,97.927,95.457,88.712,85.644,77.85,71.575,65.162,62.05,59.457,56.712,55.862,60.257,92.887,60.76,59.166,57.03,54.261
831,04/04/23 04:53:23,51,135.0,160.2,305.532,104.442,107.37,106.794,103.192,103.185,100.24,93.881,89.647,82.14,75.643,69.692,64.945,63.022,59.527,58.585,63.677,65.93,63.881,61.781,59.706,56.52
834,04/04/23 04:55:17,51,0.0,19.8,305.499,101.526,104.32,105.096,100.393,100.511,97.838,91.086,86.954,79.373,72.963,66.841,63.732,61.252,57.016,56.809,61.711,64.0,61.661,59.153,57.98,55.145
835,04/04/23 04:55:35,51,0.0,90.0,305.499,41.395,44.163,43.643,41.478,40.63,42.049,37.749,35.086,31.385,27.998,25.443,23.818,23.19,20.57,21.713,28.635,33.456,30.75,28.951,27.949,23.129
836,04/04/23 04:55:52,51,0.0,160.2,305.495,105.186,108.789,108.623,104.939,104.574,102.268,94.244,91.179,83.022,75.549,70.299,66.475,64.728,60.24,59.648,64.149,142.218,63.967,61.321,60.205,57.539
837,04/04/23 04:56:15,51,45.0,19.8,305.49,97.943,100.942,101.323,97.058,96.776,94.553,88.045,84.346,76.115,69.884,64.447,60.877,59.363,55.007,54.241,59.939,61.339,60.191,57.479,56.13,54.165
838,04/04/23 04:56:33,51,45.0,160.2,305.489,104.877,108.074,107.506,103.925,103.621,100.742,94.03,90.522,82.369,75.993,68.998,65.333,63.286,59.135,58.679,63.402,110.572,62.324,60.733,59.83,56.933
840,04/04/23 04:56:56,51,90.0,19.8,305.483,97.129,100.837,100.501,96.799,95.995,93.824,86.856,83.614,75.7,69.681,63.326,60.421,58.446,54.331,54.943,59.052,62.563,59.401,57.942,55.984,52.934
841,04/04/23 04:57:14,51,90.0,160.2,305.478,105.122,108.612,108.206,104.852,104.683,101.495,94.568,91.462,82.677,75.491,70.242,66.393,64.411,59.638,59.247,64.773,69.404,63.629,61.982,59.965,57.67
843,04/04/23 04:57:38,51,135.0,19.8,305.479,97.725,101.451,100.686,96.282,96.948,93.806,87.078,84.429,75.88,69.603,63.574,60.913,58.916,54.572,54.525,59.607,97.837,58.716,57.316,55.656,52.865
844,04/04/23 04:57:56,51,135.0,160.2,305.474,104.761,108.692,108.697,104.741,104.533,101.305,94.329,90.242,82.686,75.95,69.954,66.254,64.259,59.915,59.74,63.891,66.917,63.827,60.943,60.412,57.38
