Record,Date/Time,50,Az(deg),El(deg),TkBB(K),Ch  22.000,Ch  22.234,Ch  22.500,Ch  23.000,Ch  23.034,Ch  23.500,Ch  23.834,Ch  24.000,Ch  24.500,Ch  25.000,Ch  25.500,Ch  26.000,Ch  26.234,Ch  26.500,Ch  27.000,Ch  27.500,Ch  28.000,Ch  28.500,Ch  29.000,Ch  29.500,Ch  30.000
38,04/05/23 00:16:51,51,135.0,160.2,309.779,149.496,152.295,152.989,148.151,147.973,143.218,134.958,129.29,121.119,110.786,102.26,95.802,92.459,89.232,86.091,88.662,90.155,86.94,84.175,81.474,78.444
41,04/05/23 00:18:44,51,0.0,19.8,309.752,140.618,144.163,144.5,139.418,139.956,135.687,128.173,123.749,114.286,104.667,96.491,91.25,87.736,84.179,82.083,84.572,85.828,82.938,80.15,78.549,75.428
42,04/05/23 00:19:02,51,0.0,90.0,309.751,62.289,64.481,64.977,61.526,61.758,60.744,55.902,53.942,48.128,43.21,39.817,36.317,34.437,32.423,33.212,38.317,42.958,40.727,37.371,36.496,32.391
43,04/05/23 00:19:20,51,0.0,160.2,309.745,147.461,150.678,151.57,146.243,146.25,141.155,133.05,129.3,119.653,108.581,101.307,94.781,91.195,87.068,85.01,88.593,164.054,86.268,82.582,81.623,78.138
44,04/05/23 00:19:44,51,45.0,19.8,309.735,137.755,141.672,142.627,137.105,137.394,133.344,125.5,122.098,113.398,103.285,96.515,90.676,87.141,83.153,81.566,84.365,86.22,82.261,80.612,78.334,75.778
45,04/05/23 00:20:02,51,45.0,160.2,309.728,146.705,150.343,150.647,145.783,145.75,141.295,133.146,130.142,119.608,109.139,102.283,95.09,91.909,87.462,85.361,88.733,131.083,85.816,82.764,81.247,78.309
47,04/05/23 00:20:24,51,90.0,19.8,309.719,135.107,138.59,139.292,134.608,134.355,130.539,122.328,118.794,109.742,100.726,93.032,87.697,84.016,80.235,78.482,81.832,84.154,80.137,77.044,76.067,72.924
48,04/05/23 00:20:42,51,90.0,160.2,309.712,149.962,153.862,154.299,149.616,149.702,145.14,136.172,134.816,122.917,112.58,104.215,97.106,94.167,90.4,87.944,90.726,95.095,87.936,84.74,83.786,80.151
50,04/05/23 00:21:05,51,135.0,19.8,309.703,138.105,142.132,142.277,137.183,137.068,133.13,125.359,123.121,112.15,101.985,94.228,88.065,85.07,81.975,79.668,81.897,115.843,81.467,77.493,77.335,73.435
51,04/05/23 00:21:23,51,135.0,160.2,309.701,147.623,151.048,151.448,146.529,147.161,142.045,133.623,129.338,120.592,109.785,101.745,95.354,92.565,87.405,85.66,88.86,89.816,86.931,83.511,82.566,78.575
54,04/05/23 00:23:16,51,0.0,19.8,309.675,138.982,142.256,142.844,138.196,138.351,134.088,125.909,121.876,112.966,102.857,95.201,90.484,86.719,82.572,81.425,83.894,84.284,81.618,78.862,77.574,74.723
55,04/05/23 00:23:34,51,0.0,90.0,309.673,59.754,61.729,62.957,59.694,59.406,58.673,53.829,51.601,46.31,40.935,38.504,36.089,34.227,31.578,32.103,37.257,42.046,38.771,37.351,35.64,31.369
56,04/05/23 00:23:52,51,0.0,160.2,309.667,146.093,149.53,150.232,145.379,145.482,141.102,132.601,128.599,118.731,108.348,100.487,94.782,91.027,87.041,85.385,87.827,166.627,85.063,83.181,81.212,77.942
57,04/05/23 00:24:15,51,45.0,19.8,309.657,141.02,144.378,144.714,140.515,140.554,137.038,129.485,125.098,116.756,107.599,100.119,95.4,91.888,88.535,86.771,89.942,91.397,88.55,85.828,85.494,81.867
58,04/05/23 00:24:33,51,45.0,160.2,309.65,146.452,149.935,150.976,145.884,146.33,141.95,133.83,129.47,120.124,109.171,101.395,95.068,92.453,87.693,85.974,88.686,135.12,85.74,83.154,81.818,78.582
60,04/05/23 00:24:56,51,90.0,19.8,309.643,134.821,138.133,138.834,134.279,134.597,130.331,122.768,117.924,109.251,100.268,92.766,87.773,84.497,80.112,78.851,81.513,83.938,79.868,77.713,76.111,73.02
61,04/05/23 00:25:14,51,90.0,160.2,309.635,150.116,153.538,154.288,149.586,149.351,145.126,137.12,134.348,122.459,111.668,103.747,97.84,94.27,90.465,88.105,90.337,96.28,87.424,84.792,83.334,79.498
63,04/05/23 00:25:37,51,135.0,19.8,309.63,137.561,141.021,141.585,137.141,136.885,133.04,124.427,122.233,111.685,101.335,94.011,88.686,85.925,80.696,79.882,82.601,118.788,79.876,78.559,76.672,73.345
64,04/05/23 00:25:55,51,135.0,160.2,309.626,148.157,151.221,152.003,147.366,147.225,142.567,133.82,129.218,120.043,109.749,101.793,96.086,92.92,87.87,86.795,88.739,89.81,86.394,83.419,82.161,78.809
67,04/05/23 00:27:49,51,0.0,19.8,309.6,139.482,142.413,143.384,139.053,138.788,134.234,126.478,122.503,112.953,103.573,96.106,90.363,86.776,83.313,80.694,83.645,84.989,82.92,79.871,78.238,75.567
68,04/05/23 00:28:07,51,0.0,90.0,309.599,59.048,60.233,61.093,58.345,57.847,56.79,52.274,50.288,45.227,40.63,38.101,34.642,32.155,30.642,31.216,36.907,40.671,38.858,37.277,35.894,30.033
69,04/05/23 00:28:24,51,0.0,160.2,309.593,143.844,146.974,147.46,143.227,142.883,138.285,130.287,125.992,116.001,107.007,99.259,92.83,89.389,85.687,83.412,86.248,166.488,84.243,81.543,80.124,76.286
70,04/05/23 00:28:47,51,45.0,19.8,309.587,134.906,137.926,138.017,134.277,133.774,129.649,122.445,117.936,109.375,100.509,92.773,87.21,84.23,80.689,78.271,81.405,82.67,80.553,77.028,76.342,73.699
71,04/05/23 00:29:05,51,45.0,160.2,309.582,146.731,149.99,150.99,146.387,145.958,141.129,133.613,129.869,119.868,109.849,101.862,95.238,92.682,87.638,85.923,88.344,130.953,86.746,83.639,82.494,78.867
73,04/05/23 00:29:28,51,90.0,19.8,309.572,134.409,137.25,137.969,133.875,133.445,129.207,121.611,117.49,108.937,100.195,91.938,86.613,83.534,79.52,77.539,80.332,81.957,79.872,76.841,75.839,72.056
74,04/05/23 00:29:47,51,90.0,160.2,309.566,146.888,150.207,150.736,146.982,146.43,141.162,132.912,132.439,119.787,109.323,101.638,94.668,92.206,87.48,85.906,88.338,92.886,86.145,83.533,81.706,78.797
76,04/05/23 00:30:10,51,135.0,19.8,309.553,136.43,139.992,139.876,136.093,135.882,131.087,123.211,121.162,110.33,101.001,93.4,87.444,84.295,80.446,78.315,81.319,110.756,79.772,77.332,76.272,72.704
77,04/05/23 00:30:28,51,135.0,160.2,309.547,147.127,150.279,151.14,146.668,146.283,141.001,133.621,128.544,119.319,109.361,101.256,95.019,92.026,87.553,85.019,87.656,88.722,86.423,83.255,81.734,78.116
80,04/05/23 00:32:22,51,0.0,19.8,309.517,137.536,140.804,141.155,137.366,136.417,132.043,125.27,120.476,111.558,101.778,95.129,88.905,86.12,81.064,80.275,83.576,84.662,80.65,78.67,76.86,74.192
81,04/05/23 00:32:40,51,0.0,90.0,309.516,59.334,62.101,61.951,59.634,58.907,58.091,53.48,51.097,45.718,40.524,38.325,34.622,32.888,30.382,31.842,37.2,40.915,38.454,36.958,35.525,31.225
82,04/05/23 00:32:58,51,0.0,160.2,309.509,142.397,146.02,146.25,141.862,140.805,136.541,128.772,124.932,114.942,106.054,98.52,90.964,88.636,84.082,82.834,86.14,169.073,83.612,80.761,79.012,76.438
83,04/05/23 00:33:22,51,45.0,19.8,309.502,133.992,137.291,137.653,133.377,133.083,128.955,122.092,116.667,108.152,99.409,92.415,86.496,83.038,79.001,78.028,80.817,82.46,79.211,76.802,75.563,71.735
84,04/05/23 00:33:39,51,45.0,160.2,309.495,144.033,147.479,147.561,143.922,143.028,138.643,131.166,126.678,117.469,107.265,100.258,92.63,90.831,85.803,84.973,87.077,132.477,85.003,82.05,80.456,77.768
86,04/05/23 00:34:02,51,90.0,19.8,309.493,133.736,137.128,137.115,133.045,132.667,128.411,121.729,116.816,107.682,98.894,92.396,86.164,82.878,78.501,77.462,80.758,82.812,78.678,76.747,74.504,72.386
87,04/05/23 00:34:20,51,90.0,160.2,309.488,147.336,150.72,151.177,146.97,145.837,141.132,134.34,132.229,119.168,109.088,102.055,94.954,91.874,87.221,85.463,88.928,92.99,85.804,83.67,81.181,79.161
89,04/05/23 00:34:43,51,135.0,19.8,309.481,134.572,137.812,137.866,133.663,133.479,129.197,122.384,118.817,107.738,98.467,92.125,86.164,83.356,78.695,78.028,80.52,112.392,78.957,76.827,75.171,72.297
90,04/05/23 00:35:01,51,135.0,160.2,309.481,144.184,147.822,148.227,143.907,143.526,138.902,130.664,125.627,117.567,106.475,100.15,93.073,90.134,85.234,84.714,86.728,87.913,84.268,81.533,80.979,77.497
93,04/05/23 00:36:54,51,0.0,19.8,309.47,136.777,140.134,140.444,135.82,135.833,131.887,124.249,119.646,110.832,101.148,93.574,88.052,85.046,81.389,79.937,82.07,83.988,80.369,78.855,76.743,73.384
94,04/05/23 00:37:12,51,0.0,90.0,309.467,58.015,60.135,60.648,57.378,57.796,57.044,52.561,49.715,44.83,40.3,37.813,34.405,32.392,30.141,31.469,36.705,40.431,38.393,35.896,35.202,30.652
95,04/05/23 00:37:29,51,0.0,160.2,309.464,141.786,145.526,145.737,140.891,140.439,136.448,129.085,125.039,115.536,105.013,97.517,91.181,88.337,83.763,82.438,85.232,162.295,83.155,80.816,78.61,75.994
96,04/05/23 00:37:53,51,45.0,19.8,309.458,134.711,138.407,138.335,133.944,134.016,129.581,122.757,117.842,109.517,99.752,92.399,86.133,83.2,79.18,78.098,80.832,82.681,80.274,77.423,75.695,72.013
97,04/05/23 00:38:11,51,45.0,160.2,309.456,142.669,145.681,146.106,142.286,142.153,137.544,130.269,126.338,116.788,106.694,99.007,92.294,89.488,85.354,82.508,86.38,129.302,84.043,81.186,79.378,76.99
99,04/05/23 00:38:35,51,90.0,19.8,309.452,134.131,138.553,138.352,133.815,133.782,129.597,122.506,117.526,108.954,99.967,92.339,86.182,83.437,79.384,77.826,80.474,83.11,79.755,77.254,75.301,71.891
100,04/05/23 00:38:52,51,90.0,160.2,309.451,145.212,148.33,148.435,144.322,144.012,139.437,132.054,130.819,117.87,107.729,100.342,93.011,89.607,85.867,84.349,86.32,92.086,84.454,82.131,80.702,77.416
102,04/05/23 00:39:15,51,135.0,19.8,309.452,132.439,136.352,136.271,131.757,131.335,127.46,120.294,117.337,107.47,98.167,90.395,85.231,81.719,78.199,76.171,79.463,111.07,78.565,75.531,74.534,70.927
103,04/05/23 00:39:33,51,135.0,160.2,309.456,143.238,146.898,146.758,142.746,142.31,137.932,130.688,125.602,116.425,106.603,99.288,92.054,89.63,85.364,83.181,86.284,87.011,84.578,81.484,80.694,76.811
106,04/05/23 00:41:26,51,0.0,19.8,309.454,138.428,141.302,141.546,137.802,136.776,132.669,125.636,120.708,112.281,102.496,95.165,88.263,85.964,82.184,80.242,82.789,84.552,81.2,79.086,77.105,73.457
107,04/05/23 00:41:44,51,0.0,90.0,309.457,59.044,60.302,60.87,58.071,58.311,57.859,53.49,49.542,45.642,40.034,37.363,34.162,32.673,30.316,31.504,36.673,41.398,37.166,35.802,34.953,30.68
108,04/05/23 00:42:01,51,0.0,160.2,309.459,139.365,142.543,143.232,138.76,137.936,134.071,126.866,121.726,113.061,103.361,95.859,89.182,86.293,83.024,80.744,83.464,159.53,81.976,79.14,77.606,74.075
109,04/05/23 00:42:25,51,45.0,19.8,309.453,134.672,137.964,137.785,133.928,133.951,129.913,122.517,117.88,109.477,100.447,92.577,86.582,83.427,79.991,78.094,81.828,82.571,78.835,76.881,75.72,72.286
110,04/05/23 00:42:42,51,45.0,160.2,309.449,141.41,144.682,144.531,140.408,140.493,135.98,128.634,124.04,115.329,104.94,98.222,90.551,87.744,84.484,81.922,85.322,132.404,81.95,79.737,78.537,75.207
112,04/05/23 00:43:05,51,90.0,19.8,309.445,134.707,138.479,137.924,133.777,133.407,129.832,122.818,117.371,108.772,99.646,92.34,86.722,83.09,79.63,77.357,81.029,83.386,79.141,76.293,75.573,72.241
113,04/05/23 00:43:23,51,90.0,160.2,309.446,142.137,145.431,145.694,141.71,140.779,136.925,129.433,126.397,115.993,105.71,98.358,91.029,88.391,84.995,82.439,85.491,90.219,82.071,80.418,78.69,75.758
115,04/05/23 00:43:46,51,135.0,19.8,309.439,133.508,137.534,137.211,132.825,131.951,128.26,120.966,117.667,108.396,98.343,91.185,85.161,82.638,78.863,76.917,80.271,112.877,78.659,76.048,74.296,71.479
116,04/05/23 00:44:04,51,135.0,160.2,309.435,142.467,145.466,146.193,141.908,141.158,137.634,129.675,123.931,116.445,105.734,98.683,91.757,88.965,85.02,83.141,85.692,87.143,83.269,81.016,79.711,76.577
119,04/05/23 00:45:58,51,0.0,19.8,309.397,137.272,140.202,139.773,136.136,135.192,131.325,124.122,119.461,111.165,101.975,93.764,88.514,85.938,81.578,79.499,82.874,83.317,79.775,77.776,76.252,73.258
120,04/05/23 00:46:15,51,0.0,90.0,309.4,58.656,60.303,60.0,58.22,57.632,57.425,51.965,49.723,44.595,40.796,37.44,33.773,33.853,30.69,31.245,36.429,40.736,38.314,36.316,35.052,30.919
121,04/05/23 00:46:33,51,0.0,160.2,309.401,138.62,141.489,141.825,138.4,137.403,133.603,125.544,121.837,112.184,102.71,95.085,88.814,87.237,83.218,80.794,83.658,159.302,81.801,78.648,77.452,74.849
122,04/05/23 00:46:56,51,45.0,19.8,309.397,135.116,137.667,138.043,134.899,133.949,129.801,122.08,118.215,109.594,100.412,92.523,86.728,85.042,80.724,78.213,81.426,82.583,79.772,76.896,75.747,72.197
123,04/05/23 00:47:14,51,45.0,160.2,309.398,139.777,142.486,142.799,138.937,138.471,133.677,126.344,122.752,113.141,103.68,95.982,89.577,88.25,83.482,81.743,84.289,132.286,81.826,78.999,77.76,74.488
125,04/05/23 00:47:37,51,90.0,19.8,309.389,132.863,136.089,135.827,131.906,131.763,127.057,120.16,115.861,107.271,97.872,90.491,84.897,82.655,78.159,77.036,80.005,81.731,77.527,75.318,73.421,70.709
126,04/05/23 00:47:56,51,90.0,160.2,309.385,142.274,144.83,145.125,141.353,140.48,136.347,128.462,126.654,115.555,105.648,97.878,90.958,89.407,84.812,82.807,85.989,91.692,83.546,80.279,79.415,75.932
128,04/05/23 00:48:19,51,135.0,19.8,309.384,133.186,136.293,136.409,132.797,132.141,127.62,120.587,116.937,107.287,97.526,90.57,85.258,82.682,78.635,76.632,78.985,107.43,77.682,75.21,74.272,71.116
129,04/05/23 00:48:37,51,135.0,160.2,309.384,142.169,144.972,144.914,141.587,140.805,136.598,128.285,123.479,115.329,105.296,97.556,91.102,89.233,84.888,82.682,85.936,85.751,83.376,81.564,79.495,75.542
132,04/05/23 00:50:31,51,0.0,19.8,309.371,137.588,140.314,140.8,136.513,136.472,132.4,124.323,120.195,110.659,101.861,94.553,88.492,85.86,81.792,79.647,82.662,83.786,81.34,78.944,76.68,73.009
133,04/05/23 00:50:49,51,0.0,90.0,309.375,58.395,59.5,59.957,57.201,57.576,56.517,52.295,49.948,44.868,40.112,36.858,33.441,33.344,30.111,30.75,36.144,40.467,37.969,36.207,35.57,30.55
134,04/05/23 00:51:06,51,0.0,160.2,309.375,137.991,140.392,141.406,137.22,136.73,132.605,124.451,120.834,111.584,101.627,95.228,88.692,86.129,81.729,79.911,83.797,168.382,81.695,78.687,77.143,74.232
135,04/05/23 00:51:29,51,45.0,19.8,309.38,134.06,136.651,137.139,133.351,132.977,128.793,121.586,116.782,108.36,99.131,91.766,86.014,83.316,79.58,77.551,79.838,81.938,78.702,76.341,74.568,71.602
136,04/05/23 00:51:47,51,45.0,160.2,309.378,139.945,142.762,143.371,138.652,139.099,134.549,126.654,123.178,113.865,103.523,96.937,90.347,88.12,83.109,81.493,84.246,130.644,82.111,80.506,78.131,75.104
138,04/05/23 00:52:10,51,90.0,19.8,309.378,134.249,136.749,137.824,132.772,133.09,129.021,121.271,117.072,108.188,99.368,91.946,86.102,83.165,78.847,77.279,80.367,81.864,79.139,76.297,74.696,71.733
139,04/05/23 00:52:29,51,90.0,160.2,309.379,140.352,143.533,143.576,139.819,139.49,135.121,127.461,124.636,113.307,103.914,96.297,90.318,87.882,83.045,80.798,84.728,88.381,81.791,79.577,77.611,74.548
141,04/05/23 00:52:52,51,135.0,19.8,309.381,134.146,136.756,137.012,132.793,132.856,129.126,121.329,118.148,107.165,98.672,91.417,85.461,83.013,78.805,76.668,79.646,111.885,78.395,75.923,74.583,71.037
142,04/05/23 00:53:10,51,135.0,160.2,309.382,139.698,142.568,143.045,138.695,138.868,134.412,126.698,122.125,113.456,103.822,96.678,90.195,86.912,83.35,80.532,84.228,85.204,82.599,79.7,78.214,74.599
145,04/05/23 00:55:04,51,0.0,19.8,309.384,136.622,139.965,140.302,135.791,136.134,131.824,124.296,120.024,111.109,101.087,93.751,87.577,84.184,81.45,79.28,82.42,83.226,80.101,78.014,76.404,73.351
146,04/05/23 00:55:22,51,0.0,90.0,309.387,57.681,59.852,60.445,57.352,57.476,56.839,51.807,49.749,44.695,39.037,37.133,33.315,31.45,30.431,30.748,36.559,40.726,37.721,36.603,35.012,30.126
147,04/05/23 00:55:39,51,0.0,160.2,309.388,139.064,141.974,143.189,138.441,138.07,133.258,125.57,122.301,112.549,102.791,95.762,89.025,85.893,82.946,81.643,84.337,166.253,81.174,78.889,77.936,74.992
148,04/05/23 00:56:03,51,45.0,19.8,309.384,133.664,136.878,136.858,133.028,132.847,128.748,121.536,116.309,107.902,99.165,91.3,85.386,82.265,78.689,77.43,80.167,81.497,79.187,76.155,75.099,71.596
149,04/05/23 00:56:20,51,45.0,160.2,309.382,138.419,141.334,141.834,137.553,137.515,132.919,125.359,121.065,112.295,101.992,95.196,88.513,85.558,82.884,80.591,83.699,129.817,81.31,78.686,77.409,74.523
151,04/05/23 00:56:43,51,90.0,19.8,309.381,131.887,134.916,135.332,130.769,130.737,126.516,118.86,114.409,106.215,97.518,89.464,84.021,80.488,77.206,76.154,78.333,81.032,76.955,74.84,73.629,70.707
152,04/05/23 00:57:01,51,90.0,160.2,309.38,139.248,142.121,143.017,138.44,138.996,134.151,126.388,123.912,113.273,103.437,96.048,88.9,86.335,82.571,80.184,83.623,89.046,81.195,79.419,77.653,74.503
154,04/05/23 00:57:24,51,135.0,19.8,309.374,133.383,136.437,137.115,132.468,132.544,128.555,120.795,118.073,107.5,98.208,91.158,85.033,81.969,78.395,77.333,79.994,109.319,77.899,76.093,74.462,71.35
155,04/05/23 00:57:43,51,135.0,160.2,309.37,140.393,143.927,144.174,139.433,139.247,134.995,126.854,122.19,113.884,103.545,96.719,89.93,86.634,83.471,81.694,84.635,84.826,82.253,79.428,79.097,74.973
158,04/05/23 00:59:36,51,0.0,19.8,309.33,136.727,139.985,140.841,136.136,135.496,131.164,123.284,119.182,110.138,100.306,93.174,87.428,84.387,81.026,78.943,80.822,84.036,79.88,78.325,75.956,73.425
159,04/05/23 00:59:54,51,0.0,90.0,309.325,58.5,60.478,60.568,57.257,57.833,56.932,52.229,49.847,44.774,40.171,37.442,34.679,32.144,30.156,30.138,35.963,41.143,37.939,36.698,35.502,30.769
160,04/05/23 01:00:11,51,0.0,160.2,309.317,138.818,141.751,142.579,137.678,137.525,132.879,125.511,121.631,112.049,101.701,95.062,88.737,86.531,82.171,79.679,83.121,160.668,81.968,79.256,76.834,74.29
161,04/05/23 01:00:35,51,45.0,19.8,309.31,134.356,137.878,138.41,133.711,133.408,129.383,122.025,116.982,108.493,98.746,92.298,86.347,83.031,80.062,77.304,80.297,82.025,80.043,76.884,75.236,71.295
162,04/05/23 01:00:53,51,45.0,160.2,309.303,139.26,142.93,143.499,138.93,138.711,134.26,126.585,122.946,112.645,103.129,95.79,89.701,86.489,82.776,80.682,83.099,127.133,81.651,79.368,77.847,74.905
164,04/05/23 01:01:16,51,90.0,19.8,309.295,130.834,134.176,134.912,130.214,129.889,125.923,118.736,113.868,104.586,95.264,88.766,83.807,80.896,77.286,74.953,77.853,80.542,77.133,74.815,72.953,69.995
165,04/05/23 01:01:34,51,90.0,160.2,309.286,139.951,143.041,143.59,139.158,138.985,134.284,126.755,124.844,113.403,102.816,96.153,90.411,87.144,83.192,80.757,83.841,91.565,81.43,80.151,78.03,74.609
167,04/05/23 01:01:57,51,135.0,19.8,309.277,133.46,137.022,137.365,132.898,132.609,128.322,121.438,118.293,107.685,98.288,91.091,85.899,82.39,78.472,76.439,79.435,110.349,78.563,76.203,74.446,70.99
168,04/05/23 01:02:15,51,135.0,160.2,309.267,140.676,143.679,144.355,139.672,139.919,135.105,127.578,122.55,113.817,103.987,97.018,90.56,87.399,83.445,80.888,83.811,85.575,81.846,80.628,78.506,75.161
171,04/05/23 01:04:09,51,0.0,19.8,309.233,137.336,140.127,140.901,136.491,136.482,131.678,123.847,119.929,110.62,100.932,93.564,87.57,84.802,81.347,79.044,81.956,83.134,80.243,78.238,76.055,72.911
172,04/05/23 01:04:26,51,0.0,90.0,309.232,58.317,59.664,59.627,56.645,57.702,56.869,51.471,49.78,44.634,39.427,36.835,32.462,32.091,29.776,30.881,36.113,40.528,37.925,36.219,34.274,30.365
173,04/05/23 01:04:44,51,0.0,160.2,309.23,139.776,142.254,142.852,138.348,138.412,134.25,126.428,122.27,112.949,103.149,95.502,89.415,87.03,82.887,80.595,83.868,159.599,82.086,79.784,78.166,75.264
174,04/05/23 01:05:08,51,45.0,19.8,309.23,131.558,135.506,135.747,131.364,131.299,127.255,119.812,115.37,106.522,96.654,89.332,84.049,81.227,77.469,75.728,78.982,79.556,77.747,74.759,73.428,71.037
